ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",65227,0.0183,0.643,0.3129,0.0441,50411,0.7137,0.2863,0.0679,0.1644,0.0351,0.0173,0.0009,
"2",65660,0.0251,0.5666,0.4007,0.0327,51739,0.8036,0.1964,0.0394,0.1008,0.0364,0.0132,0.0009,
"3",66287,0.0349,0.5016,0.467,0.0314,52912,0.9135,0.0865,0.0195,0.0203,0.0274,0.0122,0.0004,
"4",65611,0.0243,0.4143,0.55,0.0357,51944,0.9301,0.0699,0.0147,0.0197,0.0078,0.0174,0.0005,
"5",64650,0.0093,0.3419,0.6261,0.032,50581,0.8851,0.1149,0.0588,0.0257,0.0151,0.0128,0.0012,
"6",61702,-0.0367,0.3419,0.6262,0.0319,50916,0.913,0.087,0.0144,0.0422,0.0066,0.0147,0.0006,
"7",66477,0.0378,0.4488,0.5246,0.0266,53353,0.8696,0.1304,0.0116,0.0856,0.0096,0.015,0.0012,
"8",64717,0.0104,0.3481,0.6263,0.0256,52658,0.946,0.054,0.0105,0.0079,0.0077,0.0133,0.0003,
"9",62422,-0.0255,0.9098,0.0611,0.0291,51480,0.2881,0.7119,0.0459,0.5642,0.1036,0.0121,0.0014,
"10",63610,-0.0069,0.4357,0.5388,0.0255,50705,0.893,0.107,0.0168,0.06,0.0065,0.015,0.0006,
"11",65999,0.0304,0.3517,0.6194,0.0289,53253,0.9417,0.0583,0.0134,0.0159,0.0068,0.0141,0.0008,
"12",62962,-0.017,0.4009,0.5762,0.0229,48460,0.9112,0.0888,0.0207,0.0177,0.0348,0.0084,0.0007,
"13",64075,0.0003,0.4525,0.5193,0.0281,48368,0.7814,0.2186,0.1253,0.0567,0.0185,0.0169,0.0008,
"14",66108,0.0321,0.4314,0.5405,0.0281,53546,0.8988,0.1012,0.0145,0.0546,0.0069,0.0174,0.001,
"15",65744,0.0264,0.3852,0.5868,0.028,53213,0.9306,0.0694,0.014,0.0216,0.0061,0.0157,0.0008,
"16",65722,0.0261,0.5371,0.4324,0.0305,52927,0.8308,0.1692,0.0223,0.1126,0.0104,0.0172,0.0007,
"17",66291,0.0349,0.2809,0.6891,0.03,54980,0.9284,0.0716,0.0119,0.0243,0.0109,0.0151,0.0007,
"18",63773,-0.0044,0.532,0.4433,0.0247,51469,0.6676,0.3324,0.0882,0.0876,0.1444,0.0134,0.0011,
"19",65400,0.021,0.7929,0.1642,0.0429,53134,0.5303,0.4697,0.035,0.3831,0.0397,0.0165,0.0013,
"20",64405,0.0055,0.6112,0.3524,0.0364,53167,0.8373,0.1627,0.0208,0.0905,0.0334,0.013,0.0009,
"21",64010,-0.0007,0.6499,0.3114,0.0387,54727,0.8868,0.1132,0.021,0.0496,0.0273,0.0098,0.0007,
"22",62987,-0.0166,0.7046,0.2537,0.0417,45760,0.2836,0.7164,0.5681,0.1748,0.02,0.0227,0.003,
"23",61478,-0.0402,0.811,0.1503,0.0387,54435,0.7291,0.2709,0.0375,0.0572,0.1622,0.006,0.0008,
"24",62003,-0.032,0.8745,0.0829,0.0425,52603,0.4507,0.5493,0.0336,0.414,0.0912,0.0131,0.001,
"25",65694,0.0256,0.5556,0.4184,0.0261,53633,0.8239,0.1761,0.0189,0.1001,0.0419,0.0118,0.001,
"26",63933,-0.0019,0.4348,0.5362,0.029,49669,0.8913,0.1087,0.0367,0.034,0.0189,0.0129,0.0012,
"27",61865,-0.0342,0.6389,0.3263,0.0348,51856,0.8164,0.1836,0.024,0.0725,0.0723,0.0119,0.0009,
"28",62454,-0.025,0.5099,0.4666,0.0235,46716,0.85,0.15,0.02,0.0205,0.0924,0.0078,0.001,
"29",65458,0.0219,0.4971,0.4819,0.0209,52551,0.8592,0.1408,0.051,0.0263,0.0491,0.0095,0.0012,
"30",64187,0.0021,0.4938,0.4816,0.0246,51091,0.9141,0.0859,0.0156,0.0153,0.0402,0.0077,0.0005,
"31",64739,0.0107,0.5743,0.4027,0.0231,51341,0.8299,0.1701,0.0379,0.0346,0.0826,0.0085,0.0007,
"32",63055,-0.0156,0.7702,0.1951,0.0347,51614,0.5082,0.4918,0.021,0.4414,0.0178,0.0161,0.0009,
"33",61859,-0.0342,0.5519,0.4178,0.0303,49734,0.8878,0.1122,0.0172,0.0381,0.0368,0.0123,0.0008,
"34",62215,-0.0287,0.7249,0.2411,0.034,50676,0.674,0.326,0.0228,0.2716,0.0191,0.0149,0.0011,
"35",65753,0.0265,0.6372,0.3306,0.0322,52588,0.6971,0.3029,0.022,0.2565,0.0087,0.0169,0.001,
"36",64828,0.0121,0.6655,0.2877,0.0468,53973,0.7891,0.2109,0.0381,0.1169,0.0419,0.015,0.0009,
"37",66593,0.0397,0.3332,0.644,0.0229,52287,0.9183,0.0817,0.0352,0.0172,0.0171,0.0085,0.0007,
"38",63445,-0.0095,0.5854,0.3867,0.0279,51575,0.8306,0.1694,0.0146,0.0701,0.0689,0.0104,0.0009,
"39",65697,0.0257,0.4681,0.5065,0.0254,53139,0.9123,0.0877,0.0139,0.0366,0.0181,0.0116,0.0009,
