GEOID20,District
100010434003033,33
100010434003034,33
100010434003035,33
100010434003036,33
100010434003037,33
100010434003038,33
100010434003039,33
100010434003040,33
100010434003041,33
100010434003042,33
100010434003043,33
100010434003044,33
100010434003045,33
100010434003046,33
100010434003047,33
100010434003048,33
100010434003049,33
100010434003050,33
100010434003051,33
100010434003052,33
100010434003053,33
100010434003054,33
100010434003055,33
100010434003056,33
100010434003057,33
100010434003058,33
100010434003059,33
100010434003060,33
100010434003061,33
100010434003062,33
100010434003063,33
100010434003064,33
100010434003065,33
100010434003066,33
100010434003067,33
100010434003068,33
100010429001018,30
100010429001019,30
100010429001020,30
100010429001022,30
100010429001023,30
100010429001024,30
100010429001025,30
100010429001026,30
100010429001027,30
100010429001028,30
100010429001029,30
100010429001030,30
100010429001031,30
100010429001032,30
100010429001033,30
100010429001034,30
100010429001035,30
100010429001036,30
100010429001037,30
100010429001038,30
