ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"1",817904,0,0.3846,0.5844,0.031,584771,0.8045,0.1955,0.1171,0.0181,0.0352,0.0214,0.0074,
"2",817904,0,0.3855,0.5887,0.0258,594250,0.7344,0.2656,0.167,0.0202,0.0375,0.0269,0.0204,
"3",817904,0,0.3894,0.5824,0.0282,592597,0.7972,0.2028,0.1111,0.0125,0.0365,0.0314,0.0132,
"4",817904,0,0.3522,0.6188,0.0291,552433,0.7579,0.2421,0.1503,0.0179,0.0394,0.0211,0.0185,
