plan,district_id,district_name,polsby_popper
CA-2026,48,48,0.0993126030005873
CA-2026,49,49,0.19145437890634348
CA-2026,50,50,0.10616843618253155
CA-2026,51,51,0.1646197152107703
CA-2026,52,52,0.25698849650160127
CO-2022,1,1,0.09029656120116272
CO-2022,2,2,0.32978051437146627
CO-2022,3,3,0.3049746030428406
CO-2022,4,4,0.29253284060877965
CO-2022,5,5,0.5590987237854246
CO-2022,6,6,0.09846058828410223
CO-2022,7,7,0.24862857505154065
CO-2022,8,8,0.20887961735277893
CT-2022-(w 2020 Pres),1,1,0.16949851992030965
CT-2022-(w 2020 Pres),2,2,0.4236968635327752
CT-2022-(w 2020 Pres),3,3,0.2467494725295518
CT-2022-(w 2020 Pres),4,4,0.33606852767500744
CT-2022-(w 2020 Pres),5,5,0.23154221477736328
DE-2022,1,1,0.4609736301431056
FL-2022,1,1,0.482808954407353
FL-2022,2,2,0.48466629567017
FL-2022,3,3,0.5107183583912706
FL-2022,4,4,0.3246139307222904
FL-2022,5,5,0.5265754634836123
FL-2022,6,6,0.48956735612229507
FL-2022,7,7,0.40905935493690143
FL-2022,8,8,0.45181771100629176
FL-2022,9,9,0.47688619499726864
FL-2022,10,10,0.3754329025551385
FL-2022,11,11,0.36204108310550653
FL-2022,12,12,0.386159202704203
FL-2022,13,13,0.5873079924373308
FL-2022,14,14,0.4782224533647664
FL-2022,15,15,0.5817884711632044
FL-2022,16,16,0.44888602946395945
FL-2022,17,17,0.3938090470891933
FL-2022,18,18,0.42575446745175133
FL-2022,19,19,0.3857600739182175
FL-2022,20,20,0.277408251192254
FL-2022,21,21,0.4955578212244733
FL-2022,22,22,0.42123141028041583
FL-2022,23,23,0.2887800458017907
FL-2022,24,24,0.4854582191672887
FL-2022,25,25,0.38283412846331516
FL-2022,26,26,0.3269054075038587
FL-2022,27,27,0.7302821942987835
FL-2022,28,28,0.24135386643234308
FL-2026,1,1,0.482808954407353
FL-2026,2,2,0.48466629567017
FL-2026,3,3,0.5117423925662932
FL-2026,4,4,0.3246139307222904
FL-2026,5,5,0.5265754634836123
FL-2026,6,6,0.49018773601890925
FL-2026,7,7,0.40905935493690143
FL-2026,8,8,0.44182172904464506
FL-2026,9,9,0.36470199713954266
FL-2026,10,10,0.3694604391939868
FL-2026,11,11,0.33571523921606744
FL-2026,12,12,0.40884931704259203
FL-2026,13,13,0.5506992790317499
FL-2026,14,14,0.43730136978702333
FL-2026,15,15,0.25994263569606596
FL-2026,16,16,0.37382694091395297
FL-2026,17,17,0.32114582298138356
FL-2026,18,18,0.41743404764486747
FL-2026,19,19,0.3844183586942161
FL-2026,20,20,0.4153073173628856
FL-2026,21,21,0.5091153177541907
FL-2026,22,22,0.403704838155579
FL-2026,23,23,0.46024580938528464
FL-2026,24,24,0.3209796196422765
FL-2026,25,25,0.16144568002507942
FL-2026,26,26,0.5477903748075402
FL-2026,27,27,0.6948000599993838
FL-2026,28,28,0.2417253110777228
GA-2022,1,1,0.2925914691126522
GA-2022,2,2,0.2697709601101512
GA-2022,3,3,0.2768842385148367
GA-2022,4,4,0.25191573570029135
GA-2022,5,5,0.32838647036335794
GA-2022,6,6,0.20184610120845314
GA-2022,7,7,0.3950599795001028
GA-2022,8,8,0.2128733763749277
GA-2022,9,9,0.25549008297963643
GA-2022,10,10,0.2902240595894749
GA-2022,11,11,0.20902340753548604
GA-2022,12,12,0.2831206376152448
GA-2022,13,13,0.1590031131462613
GA-2022,14,14,0.373970366044429
GA-2024,1,1,0.2925914691126522
GA-2024,2,2,0.2697709601101512
GA-2024,3,3,0.2768842385148367
GA-2024,4,4,0.2035048625766516
GA-2024,5,5,0.2548567733008824
GA-2024,6,6,0.25629038361975925
GA-2024,7,7,0.23888691377305454
GA-2024,8,8,0.2128733763749277
GA-2024,9,9,0.17852161610856873
GA-2024,10,10,0.2371035789796628
GA-2024,11,11,0.2908833875378595
GA-2024,12,12,0.2831206376152448
GA-2024,13,13,0.13405685240003767
GA-2024,14,14,0.29359649954214245
HI-2022,1,1,0.4438265982673188
HI-2022,2,2,0.06492308201238023
IA-2022,1,1,0.28526425068249023
IA-2022,2,2,0.41946508810010036
IA-2022,3,3,0.3522511970194422
IA-2022,4,4,0.27799733642241237
ID-2022,1,1,0.1864791245614825
ID-2022,2,2,0.32150052239867954
IL-2022,1,1,0.13017963075478392
IL-2022,2,2,0.27632953552329176
IL-2022,3,3,0.08004678384805815
IL-2022,4,4,0.1191731546844791
IL-2022,5,5,0.07049318908521765
IL-2022,6,6,0.16101670739357407
IL-2022,7,7,0.12312838931776252
IL-2022,8,8,0.10825873980985727
IL-2022,9,9,0.10282271138787795
IL-2022,10,10,0.2590951648650467
IL-2022,11,11,0.14675160844363694
IL-2022,12,12,0.26380204624933945
IL-2022,13,13,0.10569824140763724
IL-2022,14,14,0.2777746030365053
IL-2022,15,15,0.12697836060067483
IL-2022,16,16,0.09871865135896407
IL-2022,17,17,0.08104419267516687
IN-2022,1,1,0.5915800940656948
IN-2022,2,2,0.5289474193362075
IN-2022,3,3,0.5289403162430515
IN-2022,4,4,0.4097278409641933
IN-2022,5,5,0.5588931239719641
IN-2022,6,6,0.42121491179082043
IN-2022,7,7,0.713658428260567
IN-2022,8,8,0.21352214843969874
IN-2022,9,9,0.34713073558957014
KS-2022,1,1,0.35078280518616256
KS-2022,2,2,0.15230396387004438
KS-2022,3,3,0.45117726242467815
KS-2022,4,4,0.447815261553746
KY-2022,1,1,0.09460781023460445
KY-2022,2,2,0.22999147375844844
KY-2022,3,3,0.43533399023464486
KY-2022,4,4,0.1544907693758739
KY-2022,5,5,0.28667647771233695
KY-2022,6,6,0.26118341242156307
LA-2022,1,1,0.16330458371353834
LA-2022,2,2,0.05964366314108697
LA-2022,3,3,0.2937754038482192
LA-2022,4,4,0.15990525518932322
LA-2022,5,5,0.12716033386046285
LA-2022,6,6,0.07553497977400195
LA-2024,1,1,0.15749472712862478
LA-2024,2,2,0.11137156406718315
LA-2024,3,3,0.18931257558118494
LA-2024,4,4,0.08356554746157978
LA-2024,5,5,0.08311488079213163
LA-2024,6,6,0.053677134231511076
LA-2026,1,1,0.16270785167873558
LA-2026,2,2,0.06831261522217796
LA-2026,3,3,0.2465473362550463
LA-2026,4,4,0.17126497815550176
LA-2026,5,5,0.12459643919035927
LA-2026,6,6,0.0823273920160295
MA-2022,1,1,0.28198300648218594
MA-2022,2,2,0.2142665152925651
MA-2022,3,3,0.2252705363820363
MA-2022,4,4,0.1780498442586675
MA-2022,5,5,0.18462829133782957
MA-2022,6,6,0.3962201525484337
MA-2022,7,7,0.09501250267488304
MA-2022,8,8,0.13027331050588056
MA-2022,9,9,0.26485890246404975
MD-2022,1,1,0.3575828477325871
MD-2022,2,2,0.19649365496824905
MD-2022,3,3,0.27047601664808596
MD-2022,4,4,0.23510298690100728
MD-2022,5,5,0.3368621865666797
MD-2022,6,6,0.12130479173409836
MD-2022,7,7,0.28920945130568004
MD-2022,8,8,0.3214044542165646
ME-2022-(w 2020 Pres),1,1,0.16502156321312686
ME-2022-(w 2020 Pres),2,2,0.285869895084746
MI-2022-(w 2020 Pres),1,1,0.3967076076874896
MI-2022-(w 2020 Pres),2,2,0.40571064997014805
MI-2022-(w 2020 Pres),3,3,0.30354714858502363
MI-2022-(w 2020 Pres),4,4,0.40845534483315693
MI-2022-(w 2020 Pres),5,5,0.26620759328128524
MI-2022-(w 2020 Pres),6,6,0.3954846124732232
MI-2022-(w 2020 Pres),7,7,0.5594852960355386
MI-2022-(w 2020 Pres),8,8,0.43192683636861656
MI-2022-(w 2020 Pres),9,9,0.5301892342525437
MI-2022-(w 2020 Pres),10,10,0.4776270143211785
MI-2022-(w 2020 Pres),11,11,0.41367567743872075
MI-2022-(w 2020 Pres),12,12,0.48608625629443325
MI-2022-(w 2020 Pres),13,13,0.2858337785626816
MN-2022,1,1,0.2892883765257269
MN-2022,2,2,0.37496141025522456
MN-2022,3,3,0.29585117181584125
MN-2022,4,4,0.5479126218665907
MN-2022,5,5,0.4313367158729294
MN-2022,6,6,0.22703310974778104
MN-2022,7,7,0.18002678179633866
MN-2022,8,8,0.2643528205873617
MO-2022,1,1,0.3113265548311654
MO-2022,2,2,0.2967272159205249
MO-2022,3,3,0.15802823283598158
MO-2022,4,4,0.3044361376909355
MO-2022,5,5,0.3821988639785107
MO-2022,6,6,0.30219141838668273
MO-2022,7,7,0.5288382215274741
MO-2022,8,8,0.26870180467672816
MO-2026,1,1,0.46181420463626954
MO-2026,2,2,0.40017877866030477
MO-2026,3,3,0.3712002428635638
MO-2026,4,4,0.33291876245426033
MO-2026,5,5,0.20432221592978153
MO-2026,6,6,0.3576710363562318
MO-2026,7,7,0.5288382215274741
MO-2026,8,8,0.2686915207077393
MS-2022,1,1,0.3818023180112801
MS-2022,2,2,0.1287327364489693
MS-2022,3,3,0.24618923199389892
MS-2022,4,4,0.4680752150145909
MT-2022,1,1,0.20604747800433534
MT-2022,2,2,0.5203331226583794
NC-2018,1,1,0.1960743769593091
NC-2018,2,2,0.1552717258894487
NC-2018,3,3,0.361464320026681
NC-2018,4,4,0.181872537013395
NC-2018,5,5,0.3278870172130087
NC-2018,6,6,0.313067462360025
NC-2018,7,7,0.32144010911121806
NC-2018,8,8,0.21465167222015039
NC-2018,9,9,0.19390543063716456
NC-2018,10,10,0.26029356492340033
NC-2018,11,11,0.20951273628014652
NC-2018,12,12,0.2690149927579054
NC-2018,13,13,0.22491992767060956
NC-2022,1,1,0.4056386637969815
NC-2022,2,2,0.3315530292361312
NC-2022,3,3,0.20562986561131893
NC-2022,4,4,0.4748574367648708
NC-2022,5,5,0.22904539799356752
NC-2022,6,6,0.42464945661537795
NC-2022,7,7,0.3754685061948402
NC-2022,8,8,0.3324082758095366
NC-2022,9,9,0.31639178540541246
NC-2022,10,10,0.34666955164847035
NC-2022,11,11,0.3194315455509116
NC-2022,12,12,0.3779951853637161
NC-2022,13,13,0.3040122018205019
NC-2022,14,14,0.24603155369304397
NC-2024,1,1,0.27691602193138326
NC-2024,2,2,0.28129833976843277
NC-2024,3,3,0.2554581353776652
NC-2024,4,4,0.25575207769424885
NC-2024,5,5,0.23428021860507756
NC-2024,6,6,0.2942527592928779
NC-2024,7,7,0.29144415110641353
NC-2024,8,8,0.28803512005124216
NC-2024,9,9,0.1724699009219865
NC-2024,10,10,0.2772155522539902
NC-2024,11,11,0.27850169887586046
NC-2024,12,12,0.2876987223978243
NC-2024,13,13,0.14439625177548235
NC-2024,14,14,0.17069243832903863
NC-2026,1,1,0.34157347068074456
NC-2026,2,2,0.28129833976843277
NC-2026,3,3,0.27302846293858407
NC-2026,4,4,0.25575207769424885
NC-2026,5,5,0.23428021860507756
NC-2026,6,6,0.2942527592928779
NC-2026,7,7,0.29144415110641353
NC-2026,8,8,0.28803512005124216
NC-2026,9,9,0.1724699009219865
NC-2026,10,10,0.2772155522539902
NC-2026,11,11,0.27850169887586046
NC-2026,12,12,0.2876987223978243
NC-2026,13,13,0.14439625177548235
NC-2026,14,14,0.17069243832903863
ND-2022,1,1,0.5202839803472776
NE-2022,1,1,0.2563160448433383
NE-2022,2,2,0.4211918688697973
NE-2022,3,3,0.3137431268511431
NH-2022,1,1,0.1593283806868907
NH-2022,2,2,0.16446231946202094
NJ-2022(w 2020 Pres),1,1,0.3960372912146618
NJ-2022(w 2020 Pres),2,2,0.25488676120006815
NJ-2022(w 2020 Pres),3,3,0.24222125958680885
NJ-2022(w 2020 Pres),4,4,0.27757859717758165
NJ-2022(w 2020 Pres),5,5,0.24849290560350476
NJ-2022(w 2020 Pres),6,6,0.1538163330657772
NJ-2022(w 2020 Pres),7,7,0.2062104445862635
NJ-2022(w 2020 Pres),8,8,0.10918410239525403
NJ-2022(w 2020 Pres),9,9,0.16558457696593434
NJ-2022(w 2020 Pres),10,10,0.11735099378335336
NJ-2022(w 2020 Pres),11,11,0.21568794257678647
NJ-2022(w 2020 Pres),12,12,0.17922467407008988
NM-2022,1,1,0.3018190474927428
NM-2022,2,2,0.3016623994035047
NM-2022,3,3,0.2677947818934371
NV-2022,1,1,0.43030000864553003
NV-2022,2,2,0.5824290355412579
NV-2022,3,3,0.25343866887299177
NV-2022,4,4,0.5035822947426017
NY-2022,1,1,0.37821348799997195
NY-2022,2,2,0.4348858384324679
NY-2022,3,3,0.3787646783132239
NY-2022,4,4,0.6142867978477158
NY-2022,5,5,0.28822457546057056
NY-2022,6,6,0.23219104286788533
NY-2022,7,7,0.23982582365834254
NY-2022,8,8,0.2701748685495578
NY-2022,9,9,0.4002258681611256
NY-2022,10,10,0.3562471194412431
NY-2022,11,11,0.5749197321090239
NY-2022,12,12,0.4068953895270456
NY-2022,13,13,0.27052964869102897
NY-2022,14,14,0.3248290814331025
NY-2022,15,15,0.23555208683152334
NY-2022,16,16,0.5040859377624815
NY-2022,17,17,0.38973669555665247
NY-2022,18,18,0.3065502548674155
NY-2022,19,19,0.2649436433335874
NY-2022,20,20,0.38083938178485516
NY-2022,21,21,0.25936497612902215
NY-2022,22,22,0.4255275195649183
NY-2022,23,23,0.332242542620488
NY-2022,24,24,0.18111543354832724
NY-2022,25,25,0.5448890318536366
NY-2022,26,26,0.46433778698321526
NY-2024,1,1,0.4324344991453228
NY-2024,2,2,0.5419374443587167
NY-2024,3,3,0.4405996933221292
NY-2024,4,4,0.6142867978477158
NY-2024,5,5,0.28822457546057056
NY-2024,6,6,0.269961553101923
NY-2024,7,7,0.2664758633151191
NY-2024,8,8,0.25486157325198844
NY-2024,9,9,0.3872524349739135
NY-2024,10,10,0.35976088310602533
NY-2024,11,11,0.5749197321090239
NY-2024,12,12,0.4068953895270456
NY-2024,13,13,0.27052964869093393
NY-2024,14,14,0.3400879994432179
NY-2024,15,15,0.22853130707854447
NY-2024,16,16,0.437182900969772
NY-2024,17,17,0.43141344900754636
NY-2024,18,18,0.25647491415960794
NY-2024,19,19,0.19240327326926726
NY-2024,20,20,0.31118377923734525
NY-2024,21,21,0.34391017903846344
NY-2024,22,22,0.36680051734864044
NY-2024,23,23,0.22579388963985814
NY-2024,24,24,0.18047373586044274
NY-2024,25,25,0.6137658859091669
NY-2024,26,26,0.4354521923465893
OH-2022,1,1,0.24628556641340824
OH-2022,2,2,0.3092448657174602
OH-2022,3,3,0.5052535455137549
OH-2022,4,4,0.31229746551277815
OH-2022,5,5,0.19669372304634528
OH-2022,6,6,0.21741689194041586
OH-2022,7,7,0.2244051199978374
OH-2022,8,8,0.2833125145768043
OH-2022,9,9,0.2686528888261834
OH-2022,10,10,0.43689763257896697
OH-2022,11,11,0.3946907840481877
OH-2022,12,12,0.3092147393765564
OH-2022,13,13,0.27247622315628484
OH-2022,14,14,0.6497477199397965
OH-2022,15,15,0.1449685992447964
OH-2026,1,1,0.15215613862684269
OH-2026,2,2,0.24738612375555602
OH-2026,3,3,0.5052535455137549
OH-2026,4,4,0.29651475589023885
OH-2026,5,5,0.2702523060510029
OH-2026,6,6,0.27133957702463607
OH-2026,7,7,0.1900659904034648
OH-2026,8,8,0.17240199452601845
OH-2026,9,9,0.2794792774640828
OH-2026,10,10,0.44894060787129836
OH-2026,11,11,0.3946907840481877
OH-2026,12,12,0.29367478566969224
OH-2026,13,13,0.2665480146946984
OH-2026,14,14,0.5742433396565598
OH-2026,15,15,0.1557686645771001
OK-2022-(w 2020 Pres),1,1,0.32931618216655345
OK-2022-(w 2020 Pres),2,2,0.27179984300107146
OK-2022-(w 2020 Pres),3,3,0.23574844372360812
OK-2022-(w 2020 Pres),4,4,0.25347573187889255
OK-2022-(w 2020 Pres),5,5,0.3439148485038391
OR-2022-(w 2020 Pres),1,1,0.39890204466731016
OR-2022-(w 2020 Pres),2,2,0.43040535849652645
OR-2022-(w 2020 Pres),3,3,0.3516435280833054
OR-2022-(w 2020 Pres),4,4,0.25010756387164945
OR-2022-(w 2020 Pres),5,5,0.21242058447958287
OR-2022-(w 2020 Pres),6,6,0.37547416575505554
PA-2022-(w 2020 Pres),1,1,0.3985904111799513
PA-2022-(w 2020 Pres),2,2,0.4313390014870512
PA-2022-(w 2020 Pres),3,3,0.32764737239395514
PA-2022-(w 2020 Pres),4,4,0.17438135520503864
PA-2022-(w 2020 Pres),5,5,0.2689935048841073
PA-2022-(w 2020 Pres),6,6,0.2972327001154883
PA-2022-(w 2020 Pres),7,7,0.4209749544156961
PA-2022-(w 2020 Pres),8,8,0.28333280692281765
PA-2022-(w 2020 Pres),9,9,0.2822587865187434
PA-2022-(w 2020 Pres),10,10,0.280059038098581
PA-2022-(w 2020 Pres),11,11,0.3800561274621625
PA-2022-(w 2020 Pres),12,12,0.18626217649272786
PA-2022-(w 2020 Pres),13,13,0.39340216138899237
PA-2022-(w 2020 Pres),14,14,0.3053694982959954
PA-2022-(w 2020 Pres),15,15,0.4299592523416917
PA-2022-(w 2020 Pres),16,16,0.3942097389523506
PA-2022-(w 2020 Pres),17,17,0.2686690595353216
RI-2022,1,1,0.2603109418403037
RI-2022,2,2,0.30325624762729253
SC-2022,1,1,0.14915407581347637
SC-2022,2,2,0.17348045063939407
SC-2022,3,3,0.35071018855608865
SC-2022,4,4,0.23989801644794115
SC-2022,5,5,0.23391942047138278
SC-2022,6,6,0.07781790100573252
SC-2022,7,7,0.30654598026010754
SC-notpassed-2026,1,1,0.25917982186380645
SC-notpassed-2026,2,2,0.2312307985345907
SC-notpassed-2026,3,3,0.19617510342289382
SC-notpassed-2026,4,4,0.43744708532592297
SC-notpassed-2026,5,5,0.2020652558946413
SC-notpassed-2026,6,6,0.34341133801261664
SC-notpassed-2026,7,7,0.18158014881427284
SD-2022-(w 2020 Pres),1,1,0.5618822585935569
TN-2022,1,1,0.27254446692584766
TN-2022,2,2,0.16740094480895726
TN-2022,3,3,0.15631007190490326
TN-2022,4,4,0.19698474119243753
TN-2022,5,5,0.13330035269072282
TN-2022,6,6,0.2506266455490001
TN-2022,7,7,0.2696254892947324
TN-2022,8,8,0.2956171133154195
TN-2022,9,9,0.12304215003993847
TN-2026,1,1,0.27254446692584766
TN-2026,2,2,0.16732532578470574
TN-2026,3,3,0.20513765480694965
TN-2026,4,4,0.25105829724225115
TN-2026,5,5,0.09124101519766262
TN-2026,6,6,0.24263112042999865
TN-2026,7,7,0.2582431522395486
TN-2026,8,8,0.21044995845381156
TN-2026,9,9,0.1414745453216923
TX-2022,1,1,0.16521760819995931
TX-2022,2,2,0.2300540434554663
TX-2022,3,3,0.34817576806489065
TX-2022,4,4,0.07731045352754301
TX-2022,5,5,0.15316208279887233
TX-2022,6,6,0.15852747248250046
TX-2022,7,7,0.0926008867144153
TX-2022,8,8,0.22777492832588916
TX-2022,9,9,0.16484036769347546
TX-2022,10,10,0.18876558625752707
TX-2022,11,11,0.30624978282504745
TX-2022,12,12,0.20981801493768626
TX-2022,13,13,0.28134835368207517
TX-2022,14,14,0.1645574351773762
TX-2022,15,15,0.11201299335585184
TX-2022,16,16,0.2310538222594033
TX-2022,17,17,0.14506195861705337
TX-2022,18,18,0.06820529162631972
TX-2022,19,19,0.5326143812723292
TX-2022,20,20,0.1305519853958484
TX-2022,21,21,0.30843264829104067
TX-2022,22,22,0.16574202520594272
TX-2022,23,23,0.1993924144935653
TX-2022,24,24,0.11562988386493853
TX-2022,25,25,0.2607459253774538
TX-2022,26,26,0.15129649097805262
TX-2022,27,27,0.37288863517671794
TX-2022,28,28,0.20890724174473357
TX-2022,29,29,0.09251718787617409
TX-2022,30,30,0.20037702597326132
TX-2022,31,31,0.19822609992259307
TX-2022,32,32,0.07834474441872669
TX-2022,33,33,0.03854391523270965
TX-2022,34,34,0.26841511744501234
TX-2022,35,35,0.07944379021945241
TX-2022,36,36,0.253094984472478
TX-2022,37,37,0.15593664695201473
TX-2022,38,38,0.12816107164094356
TX-2026,1,1,0.19917279892826498
TX-2026,2,2,0.16916254784545637
TX-2026,3,3,0.23439082672802097
TX-2026,4,4,0.10744578568267575
TX-2026,5,5,0.19049079747216852
TX-2026,6,6,0.2720541330104861
TX-2026,7,7,0.11011133408876389
TX-2026,8,8,0.1407156872971536
TX-2026,9,9,0.34087597742338877
TX-2026,10,10,0.14918373343120025
TX-2026,11,11,0.21676006797787514
TX-2026,12,12,0.2881150790541102
TX-2026,13,13,0.2884490267347525
TX-2026,14,14,0.14259627970175623
TX-2026,15,15,0.13349705611073098
TX-2026,16,16,0.29270205794109566
TX-2026,17,17,0.244448189125577
TX-2026,18,18,0.2022114261026472
TX-2026,19,19,0.5326143812723292
TX-2026,20,20,0.14758878432606046
TX-2026,21,21,0.30900137378644427
TX-2026,22,22,0.20717626477488546
TX-2026,23,23,0.2193778706226093
TX-2026,24,24,0.19809562784697243
TX-2026,25,25,0.2754797875587232
TX-2026,26,26,0.15783127324600357
TX-2026,27,27,0.1376328682242115
TX-2026,28,28,0.29236925446960926
TX-2026,29,29,0.23412252087616514
TX-2026,30,30,0.35625125585151474
TX-2026,31,31,0.3108614705951058
TX-2026,32,32,0.1690709843845307
TX-2026,33,33,0.11116931501108834
TX-2026,34,34,0.3106580643598265
TX-2026,35,35,0.3133144989717601
TX-2026,36,36,0.13639154541312626
TX-2026,37,37,0.21721009446992742
TX-2026,38,38,0.20231680806046579
UT-2022,1,1,0.4794270631449089
UT-2022,2,2,0.38294174539705667
UT-2022,3,3,0.2713968433884104
UT-2022,4,4,0.2858543244941165
UT-2026,1,1,0.41586181825878865
UT-2026,2,2,0.4223335309724496
UT-2026,3,3,0.3690419818264465
UT-2026,4,4,0.5648157993812231
VA-2022,1,1,0.20352455835046973
VA-2022,2,2,0.2032674825649454
VA-2022,3,3,0.32518989022289785
VA-2022,4,4,0.3030003267791747
VA-2022,5,5,0.3662389592630612
VA-2022,6,6,0.20660969734392282
VA-2022,7,7,0.2131094711589358
VA-2022,8,8,0.30650236187304053
VA-2022,9,9,0.1923217701051935
VA-2022,10,10,0.29044167574109686
VA-2022,11,11,0.27343098884188793
VA-passed-2026-blocked,1,1,0.08352867054810588
VA-passed-2026-blocked,2,2,0.17647145508898154
VA-passed-2026-blocked,3,3,0.21556146074046464
VA-passed-2026-blocked,4,4,0.17907091167014205
VA-passed-2026-blocked,5,5,0.1644024495765165
VA-passed-2026-blocked,6,6,0.09897956516946169
VA-passed-2026-blocked,7,7,0.08733511046770158
VA-passed-2026-blocked,8,8,0.1447218126940736
VA-passed-2026-blocked,9,9,0.10775550379624461
VA-passed-2026-blocked,10,10,0.21124862827689245
VA-passed-2026-blocked,11,11,0.1601570656388188
VT-2022,1,1,0.3731389626448909
WA-2022,1,1,0.14812706285722316
WA-2022,2,2,0.32285253049422946
