plan,district_id,district_name,polsby_popper
AK-2022,1,1,0.06574819627053698
AL-2022,1,1,0.19818480203726802
AL-2022,2,2,0.2612488276404786
AL-2022,3,3,0.2524821280044084
AL-2022,4,4,0.1913772388948523
AL-2022,5,5,0.31990923839452934
AL-2022,6,6,0.15582441246365425
AL-2022,7,7,0.19374295817440693
AL-2024,1,1,0.1543101761936491
AL-2024,2,2,0.14282643905832504
AL-2024,3,3,0.35426088856853566
AL-2024,4,4,0.1991740485320195
AL-2024,5,5,0.39958117062064497
AL-2024,6,6,0.20228377508621898
AL-2024,7,7,0.2082631872485954
AL-2026,1,1,0.24115515051165448
AL-2026,2,2,0.37293282438261716
AL-2026,3,3,0.35426088856853566
AL-2026,4,4,0.1991740485320195
AL-2026,5,5,0.39958117062064497
AL-2026,6,6,0.18637206820417546
AL-2026,7,7,0.23815026007467385
AR-2022-(w 2020 Pres),1,1,0.12262182054088529
AR-2022-(w 2020 Pres),2,2,0.2704849532027351
AR-2022-(w 2020 Pres),3,3,0.43284730395415993
AR-2022-(w 2020 Pres),4,4,0.26395685459665097
AZ-2022,1,1,0.3798234146446185
AZ-2022,2,2,0.3007939861066948
AZ-2022,3,3,0.3923527435805144
AZ-2022,4,4,0.21455519147155616
AZ-2022,5,5,0.3143238593264797
AZ-2022,6,6,0.22558672489187864
AZ-2022,7,7,0.17913592934950934
AZ-2022,8,8,0.31875499655437883
AZ-2022,9,9,0.1822955207645739
CA-2022,1,1,0.22170285031041784
CA-2022,2,2,0.17633330713155265
CA-2022,3,3,0.1344698357179243
CA-2022,4,4,0.17937805916700925
CA-2022,5,5,0.16910167805351173
CA-2022,6,6,0.32985549400259123
CA-2022,7,7,0.24915187687989732
CA-2022,8,8,0.22439752383983233
CA-2022,9,9,0.24309671885280107
CA-2022,10,10,0.23320739918206973
CA-2022,11,11,0.2670424819799464
CA-2022,12,12,0.4796268697877316
CA-2022,13,13,0.23338561167983699
CA-2022,14,14,0.32545222646472655
CA-2022,15,15,0.3734513960287927
CA-2022,16,16,0.1837216883373891
CA-2022,17,17,0.2542705596645434
CA-2022,18,18,0.1750677782743807
CA-2022,19,19,0.10178574039627453
CA-2022,20,20,0.09847290499080452
CA-2022,21,21,0.19680161001303065
CA-2022,22,22,0.3125223459821309
CA-2022,23,23,0.4365301282241079
CA-2022,24,24,0.1543063807258729
CA-2022,25,25,0.16403659520613653
CA-2022,26,26,0.29434143048628747
CA-2022,27,27,0.37479288213105233
CA-2022,28,28,0.1352715253050073
CA-2022,29,29,0.18173725726549694
CA-2022,30,30,0.15119913720177486
CA-2022,31,31,0.10796537548895495
CA-2022,32,32,0.22364097367515123
CA-2022,33,33,0.19259243721052374
CA-2022,34,34,0.21066100841483326
CA-2022,35,35,0.25222551007784
CA-2022,36,36,0.20054337354495297
CA-2022,37,37,0.29956454163988006
CA-2022,38,38,0.14262650615823813
CA-2022,39,39,0.20228726246950374
CA-2022,40,40,0.14951328266366667
CA-2022,41,41,0.06157749499214278
CA-2022,42,42,0.14009296853319142
CA-2022,43,43,0.19921167687757926
CA-2022,44,44,0.1638993038693402
CA-2022,45,45,0.08084615917956536
CA-2022,46,46,0.16665720381078858
CA-2022,47,47,0.22364213663589452
CA-2022,48,48,0.20869302811383433
CA-2022,49,49,0.2720147199774918
CA-2022,50,50,0.11693200254706754
CA-2022,51,51,0.12113707294723676
CA-2022,52,52,0.259728702369618
CA-2026,1,1,0.1998883894973782
CA-2026,2,2,0.20864699356424168
CA-2026,3,3,0.2396855773545251
CA-2026,4,4,0.17008611264008175
CA-2026,5,5,0.2652147881407183
CA-2026,6,6,0.1207637739754834
CA-2026,7,7,0.15667174120925242
CA-2026,8,8,0.2328258991124959
CA-2026,9,9,0.08779189829475263
CA-2026,10,10,0.2609902825378918
CA-2026,11,11,0.26825416128743085
CA-2026,12,12,0.4819344317861555
CA-2026,13,13,0.21041478113362352
CA-2026,14,14,0.40288954756264145
CA-2026,15,15,0.37506555994999696
CA-2026,16,16,0.18241558416440945
CA-2026,17,17,0.25723161623113827
CA-2026,18,18,0.20452208431277616
CA-2026,19,19,0.10182664511045005
CA-2026,20,20,0.10259065635181551
CA-2026,21,21,0.1630542198056099
CA-2026,22,22,0.13188216261912694
CA-2026,23,23,0.2672818533455586
CA-2026,24,24,0.1514071935603505
CA-2026,25,25,0.17175592828354025
CA-2026,26,26,0.16434980222339593
CA-2026,27,27,0.14805232930002923
CA-2026,28,28,0.18958458981164136
CA-2026,29,29,0.29525401742528623
CA-2026,30,30,0.16423027948592148
CA-2026,31,31,0.144758283779123
CA-2026,32,32,0.16690632756371562
CA-2026,33,33,0.11976245330436135
CA-2026,34,34,0.21066100841483326
CA-2026,35,35,0.14657802372133344
CA-2026,36,36,0.20054337354495297
CA-2026,37,37,0.29956454163988006
CA-2026,38,38,0.07941559170535309
CA-2026,39,39,0.14815009565193277
CA-2026,40,40,0.1984655563222712
CA-2026,41,41,0.10667296363516256
CA-2026,42,42,0.15355839112335148
CA-2026,43,43,0.19921167687757926
CA-2026,44,44,0.13785902307871248
CA-2026,45,45,0.09926277203359411
CA-2026,46,46,0.12161755536454258
CA-2026,47,47,0.23779235834171242
