ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",766987,0,0.2657,0.7159,0.0185,554356,0.6762,0.3238,0.1038,0.1955,0.0102,0.0136,0.0007,
"2",766987,0,0.36,0.6159,0.0241,507308,0.5748,0.4252,0.2219,0.1365,0.0561,0.008,0.0009,
"3",766987,0,0.3731,0.6028,0.024,527838,0.6446,0.3554,0.1385,0.1228,0.0813,0.0105,0.0007,
"4",766987,0,0.3709,0.6087,0.0204,532677,0.681,0.319,0.0944,0.1025,0.1049,0.0138,0.0008,
"5",766987,0,0.3888,0.5876,0.0237,513874,0.5804,0.4196,0.194,0.1808,0.0292,0.0144,0.0005,
"6",766987,0,0.3724,0.6018,0.0258,502889,0.5837,0.4163,0.2176,0.1473,0.0388,0.0103,0.0019,
"7",766987,0,0.6092,0.3677,0.0231,450066,0.3967,0.6033,0.2295,0.1882,0.1774,0.0051,0.0004,
"8",766987,0,0.381,0.594,0.0251,506233,0.4928,0.5072,0.2475,0.1896,0.0589,0.0096,0.0008,
"9",766987,0,0.4353,0.5369,0.0278,428810,0.3534,0.6466,0.5013,0.12,0.0177,0.007,0.0002,
"10",766987,0,0.3878,0.5885,0.0237,569418,0.6849,0.3151,0.1614,0.0975,0.0414,0.0127,0.0009,
"11",766987,0,0.3244,0.6514,0.0242,522934,0.5518,0.4482,0.3343,0.0715,0.0314,0.0101,0.0004,
"12",766987,0,0.3749,0.5971,0.028,521574,0.6172,0.3828,0.2387,0.1,0.0316,0.0103,0.0005,
"13",766987,0,0.2547,0.7186,0.0267,546288,0.6715,0.3285,0.2164,0.0755,0.0205,0.0149,0.0007,
"14",766987,0,0.3674,0.6087,0.0239,543025,0.5712,0.4288,0.1885,0.179,0.0511,0.0084,0.0004,
"15",766987,0,0.4644,0.5033,0.0323,453300,0.2171,0.7829,0.7454,0.0218,0.0101,0.0055,0.0005,
"16",766987,0,0.6373,0.3076,0.0551,495815,0.1464,0.8536,0.7915,0.0394,0.0139,0.0065,0.0012,
"17",766987,0,0.3924,0.5816,0.0261,545946,0.6406,0.3594,0.1932,0.116,0.0384,0.009,0.0006,
"18",766987,0,0.7851,0.1878,0.0271,486273,0.1765,0.8235,0.2383,0.5168,0.0603,0.007,0.0005,
"19",766987,0,0.2427,0.7309,0.0263,543509,0.5758,0.4242,0.3325,0.0657,0.0133,0.0118,0.0008,
"20",766987,0,0.659,0.3079,0.0331,517906,0.2056,0.7944,0.6534,0.1113,0.0204,0.0058,0.0013,
"21",766987,0,0.3768,0.5984,0.0247,600871,0.6082,0.3918,0.3081,0.0453,0.0254,0.0091,0.001,
"22",766987,0,0.3776,0.5992,0.0232,515807,0.5054,0.4946,0.2487,0.1224,0.1154,0.0076,0.0004,
"23",766987,0,0.4302,0.5431,0.0266,505769,0.3617,0.6383,0.5494,0.0501,0.0275,0.0078,0.0007,
"24",766987,0,0.385,0.5915,0.0235,523756,0.6931,0.3069,0.1362,0.0849,0.0719,0.0099,0.0017,
"25",766987,0,0.3951,0.58,0.0249,535113,0.5586,0.4414,0.1994,0.2038,0.0253,0.0103,0.0009,
"26",766987,0,0.3667,0.6075,0.0258,551014,0.6527,0.3473,0.1499,0.1107,0.0733,0.0113,0.0008,
"27",766987,0,0.3895,0.5868,0.0237,539525,0.5295,0.4705,0.3667,0.0773,0.0157,0.0094,0.0005,
"28",766987,0,0.5419,0.4226,0.0355,410884,0.1146,0.8854,0.8672,0.0077,0.0068,0.0038,0.0003,
"29",766987,0,0.6837,0.2857,0.0306,417865,0.1772,0.8228,0.4344,0.3362,0.0445,0.0065,0.0012,
"30",766987,0,0.7527,0.22,0.0273,477398,0.1848,0.8152,0.2492,0.5164,0.0408,0.0088,0.0007,
"31",766987,0,0.3818,0.5921,0.0261,567298,0.6027,0.3973,0.193,0.1489,0.0349,0.0122,0.0037,
"32",766987,0,0.4121,0.5638,0.0241,518800,0.5871,0.4129,0.1602,0.1576,0.0813,0.011,0.0007,
"33",766987,0,0.6804,0.2907,0.0289,427046,0.3541,0.6459,0.3836,0.2028,0.0489,0.0087,0.0001,
"34",766987,0,0.4942,0.4776,0.0282,494296,0.2408,0.7592,0.7193,0.0216,0.0129,0.005,0.0003,
"35",766987,0,0.4552,0.5169,0.0279,539236,0.3729,0.6271,0.5158,0.0806,0.02,0.0076,0.0013,
"36",766987,0,0.3843,0.5933,0.0223,520464,0.5408,0.4592,0.1953,0.1889,0.0629,0.0114,0.0004,
"37",766987,0,0.77,0.2009,0.0292,554334,0.5395,0.4605,0.2858,0.1005,0.0605,0.0091,0.0005,
"38",766986,0,0.3686,0.6095,0.0219,500608,0.5673,0.4327,0.2049,0.1188,0.0992,0.0067,0.0003,
"",766987,0,0.4387,0.5351,0.0262,512372,0.4906,0.5094,0.3127,0.1387,0.0465,0.0094,0.0008,
