"GEOID","TOTAL"
"29189220602","5760"
"29189220701","3329"
"29189220702","3867"
"29189220703","2832"
"29189220801","5657"
"29189220802","5073"
"29189220803","4897"
"29189221000","3323"
"29189221100","1847"
"29189221201","3875"
"29189221202","6219"
"29189221332","4642"
"29189221335","5855"
"29189221336","3781"
"29189221337","3823"
"29189221338","3051"
"29189221339","3739"
"29189221421","7476"
"29189221423","3989"
"29189221424","4912"
"29189221425","5688"
"29189221426","2944"
"29189221502","7476"
"29189221503","7682"
"29189221506","5003"
"29189221621","4512"
"29189221624","3369"
"29189221625","7131"
"29189221626","5953"
"29189221627","6677"
"29189221629","5600"
"29189221630","2227"
"29189221631","5721"
"29189221800","3098"
"29189221900","3871"
"29189222000","3687"
"29189222100","5298"
"29195090100","2409"
"29195090200","2207"
"29195090300","2960"
"29195090400","2826"
"29195090500","5124"
"29195090600","2954"
"29195090700","2520"
"29195090800","2333"
"29197470100","1882"
"29197470200","2150"
"29199480100","2833"
"29199480200","1883"
"29201780100","3160"
"29201780200","4165"
"29201780300","2575"
"29201780400","4986"
"29201780600","4206"
"29201780700","2892"
"29201781000","4019"
"29201781100","3230"
"29201781201","2546"
"29201781202","3180"
"29201781300","3100"
"29203470100","2880"
"29203470200","4151"
"29205450100","1802"
"29205450200","2542"
"29205450300","1759"
"29207470100","3634"
"29207470200","4066"
"29207470300","4090"
"29207470400","2550"
"29207470500","3501"
"29207470600","5118"
"29207470700","2549"
"29207470800","3164"
"29209090101","3517"
"29209090102","4107"
"29209090201","2170"
"29209090202","2606"
"29209090401","2773"
"29209090402","2241"
"29209090501","1645"
"29209090502","3555"
"29209090603","1431"
"29209090604","1742"
"29209090605","2491"
"29209090606","2798"
"29211480100","1879"
"29211480200","1281"
"29211480300","2839"
"29213480106","2234"
"29213480107","1733"
"29213480108","3190"
"29213480109","2399"
"29213480203","3954"
"29213480204","3360"
"29213480205","1202"
"29213480206","3160"
"29213480207","3519"
"29213480208","3078"
"29213480301","5149"
"29213480302","4393"
"29213480402","2326"
"29213480403","3330"
"29213480404","2332"
"29213480501","2250"
"29213480503","4313"
"29213480504","4144"
"29215480101","3225"
"29215480102","4251"
"29215480201","2696"
"29215480202","2298"
"29215480301","3064"
"29215480302","3071"
"29215480401","3816"
"29215480402","2066"
"29217950100","3277"
"29217950200","1758"
"29217950300","5887"
"29217950400","3339"
"29217950500","2833"
"29217950600","2613"
"29219820104","4104"
"29219820105","3483"
"29219820106","4951"
"29219820107","3670"
"29219820108","5450"
"29219820109","3828"
"29219820201","2342"
"29219820203","3763"
"29219820204","3941"
"29221460101","2848"
"29221460102","3570"
"29221460200","4302"
"29221460300","4361"
"29221460400","4508"
"29221460500","3925"
"29223690100","2740"
"29223690200","2663"
"29223690300","3604"
"29223690400","1967"
"29225470101","5305"
"29225470102","5703"
"29225470201","5544"
"29225470202","4519"
"29225470301","5815"
"29225470302","5323"
"29225470401","3841"
"29225470402","3035"
"29227960100","1973"
"29229490100","3641"
"29229490200","4103"
"29229490300","5209"
"29229490400","5235"
"29510101100","2569"
"29510101200","3197"
"29510101300","4150"
"29510101400","2704"
"29510101500","2849"
"29510101800","2829"
"29510102100","2737"
"29510102200","5967"
"29510102300","1814"
"29510102400","2240"
"29510102500","1842"
"29510103100","3331"
"29510103400","1778"
"29510103600","1250"
"29510103700","2507"
"29510103800","3823"
"29510104200","3406"
"29510104500","2520"
"29510105198","3960"
"29510105200","2647"
"29510105300","2211"
"29510105400","2413"
"29510105500","2546"
"29510106100","1744"
"29510106200","1260"
"29510106300","1480"
"29510106400","1650"
"29510106500","2687"
"29510106600","1250"
"29510106700","2502"
"29510107200","974"
"29510107300","3968"
"29510107400","1783"
"29510107500","2040"
"29510107600","1905"
"29510108100","2535"
"29510108200","2260"
"29510108300","1830"
"29510109600","2496"
"29510109700","1644"
"29510110100","2264"
"29510110200","1922"
"29510110300","1904"
"29510110400","1960"
"29510110500","1002"
"29510111100","1874"
"29510111200","1014"
"29510111300","1199"
"29510112100","4455"
"29510112200","1434"
"29510112300","1787"
"29510112400","4492"
"29510113500","2352"
"29510114101","4201"
"29510114102","4211"
"29510114200","4557"
"29510114300","5242"
"29510115100","3940"
"29510115200","2960"
"29510115300","5047"
"29510115400","3054"
"29510115500","5460"
"29510115600","5091"
"29510115700","3460"
"29510116100","3057"
"29510116200","4175"
"29510116301","2902"
"29510116302","3007"
"29510116400","4536"
"29510116500","3813"
"29510117100","1546"
"29510117200","5460"
"29510117400","4188"
"29510118100","1591"
"29510118600","4561"
"29510119101","2649"
"29510119102","3418"
"29510119200","1946"
"29510119300","6100"
"29510120200","1092"
"29510121200","1787"
"29510123100","3235"
"29510123200","2464"
"29510123300","2928"
"29510124100","4191"
"29510124200","3070"
"29510124300","3059"
"29510124600","1712"
"29510125500","3810"
"29510125600","5832"
"29510125700","2852"
"29510126600","2779"
"29510126700","1074"
"29510126800","3371"
"29510126900","3958"
"29510127000","1221"
"29510127100","1683"
"29510127200","4163"
"29510127300","3729"
"29510127400","4705"
"29510127500","2461"
"29510127600","3444"
"29510127700","1868"
"29510127800","3961"
