"GEOID","TOTAL"
"290659601002043","0"
"290659601002044","8"
"290659601002045","5"
"290659601002046","6"
"290659601002047","0"
"290659601002048","4"
"290659601002049","1"
"290659601002050","1"
"290659601002051","13"
"290659601002052","29"
"290659601002053","21"
"290659601002054","3"
"290659601002055","14"
"290659601002056","0"
"290659601002057","59"
"290659601002058","21"
"290659601002059","0"
"290659601002060","19"
"290659601002061","0"
"290659601002062","26"
"290659601002063","52"
"290659601002064","24"
"290659601002065","15"
"290659601002066","9"
"290659601002067","10"
"290659601002068","0"
"290659601002069","3"
"290659601002070","118"
"290659601002071","19"
"290659601002072","3"
"290659601002073","18"
"290659601002074","0"
"290659601002075","36"
"290659601002076","2"
"290659601002077","0"
"290659601002078","0"
"290659601002079","15"
"290659601002080","105"
"290659601002081","16"
"290659601002082","131"
"290659601002083","20"
"290659601002084","7"
"290659601002085","71"
"290659601002086","79"
"290659601002087","15"
"290659601002088","4"
"290659601002089","1"
"290659601002090","1"
"290659601002091","10"
"290659601002092","0"
"290659601002093","0"
"290659601002094","17"
"290659601002095","0"
"290659601002096","17"
"290659601002097","36"
"290659601002098","8"
"290659601002099","5"
"290659601002100","9"
"290659601002101","2"
"290659601002102","9"
"290659601002103","10"
"290659601002104","4"
"290659601002105","3"
"290659601002106","0"
"290659601002107","9"
"290659601002108","7"
"290659601002109","14"
"290659601002110","8"
"290659601002111","4"
"290659601002112","3"
"290659601002113","0"
"290659601002114","0"
"290659601002115","14"
"290659601002116","7"
"290659601002117","2"
"290659601002118","0"
"290659601002119","1"
"290659601002120","5"
"290659601003000","72"
"290659601003001","64"
"290659601003002","39"
"290659601003003","9"
"290659601003004","59"
"290659601003005","14"
"290659601003006","30"
"290659601003007","2"
"290659601003008","39"
"290659601003009","0"
"290659601003010","13"
"290659601003011","34"
"290659601003012","127"
"290659601003013","13"
"290659601003014","33"
"290659601003015","15"
"290659601003016","23"
"290659601003017","17"
"290659601003018","0"
"290659601003019","24"
"290659601003020","59"
"290659601003021","37"
"290659601003022","5"
"290659601003023","60"
"290659601003024","3"
"290659601003025","2"
"290659601003026","20"
"290659601004000","3"
"290659601004001","0"
"290659601004002","20"
"290659601004003","26"
"290659601004004","25"
"290659601004005","12"
"290659601004006","12"
"290659601004007","21"
"290659601004008","20"
"290659601004009","14"
"290659601004010","27"
"290659601004011","10"
"290659601004012","78"
"290659601004013","12"
"290659601004014","15"
"290659601004015","2"
"290659601004016","33"
"290659601004017","5"
"290659601004018","12"
"290659601004019","22"
"290659601004020","26"
"290659601004021","12"
"290659601004022","18"
"290659601004023","10"
"290659601004024","31"
"290659601004025","26"
"290659601004026","42"
"290659601004027","6"
"290659601004028","11"
"290659601004029","26"
"290659601004030","21"
"290659601004031","16"
"290659601004032","23"
"290659601004033","1"
"290659601004034","31"
"290659601004035","6"
"290659601004036","26"
"290659601004037","13"
"290659601004038","1"
"290659601004039","16"
"290659601004040","39"
"290659601004041","32"
"290659601004042","23"
"290659601004043","6"
"290659601004044","6"
"290659601004045","0"
"290659601004046","3"
"290659601004047","31"
"290659601004048","24"
"290659601004049","48"
"290659601004050","0"
"290659601004051","120"
"290659601004052","19"
"290659601004053","17"
"290659601004054","0"
"290659601004055","0"
"290659601004056","5"
"290659601004057","0"
"290659601004058","0"
"290659601004059","0"
"290659601004060","21"
"290659601004061","0"
"290659601004062","0"
"290659601004063","0"
"290659601004064","0"
"290659601004065","23"
"290659601004066","0"
"290659601004067","0"
"290659601004068","16"
"290659601004069","0"
"290659601004070","0"
"290659601004071","0"
"290659601004072","0"
"290659601004073","19"
"290659601004074","5"
"290659601004075","9"
"290659601004076","0"
"290659601004077","0"
"290659601004078","10"
"290659601004079","2"
"290659601004080","20"
"290659601004081","5"
"290659601004082","7"
"290659601004083","13"
"290659601004084","0"
"290659601004085","3"
"290659601004086","0"
"290659601004087","14"
"290659601004088","0"
"290659601004089","0"
"290659601004090","0"
"290659601004091","0"
"290659601004092","0"
"290659601004093","0"
"290659601004094","4"
"290659601004095","0"
"290659601004096","5"
"290659601004097","34"
"290659601004098","24"
"290659601004099","18"
"290659601004100","0"
"290659601004101","0"
"290659601004102","5"
"290659601004103","0"
"290659601004104","5"
"290659601004105","17"
"290659601004106","1"
"290659601004107","0"
"290659601004108","0"
"290659601004109","8"
"290659601004110","6"
"290659601004111","4"
"290659601004112","1"
"290659601004113","0"
"290659601004114","0"
"290659601004115","3"
"290659601004116","3"
"290659601004117","0"
"290659601004118","0"
"290659601004119","0"
"290659601004120","0"
"290659601004121","1"
"290659601004122","0"
"290659601004123","26"
"290659601004124","0"
"290659602001000","14"
"290659602001001","0"
"290659602001002","0"
"290659602001003","0"
"290659602001004","3"
"290659602001005","0"
"290659602001006","28"
"290659602001007","0"
"290659602001008","1"
"290659602001009","12"
"290659602001010","0"
"290659602001011","8"
"290659602001012","8"
"290659602001013","0"
"290659602001014","0"
"290659602001015","10"
"290659602001016","0"
"290659602001017","0"
"290659602001018","0"
"290659602001019","5"
"290659602001020","0"
"290659602001021","13"
"290659602001022","37"
"290659602001023","0"
"290659602001024","0"
"290659602001025","7"
"290659602001026","2"
"290659602001027","0"
"290659602001028","6"
"290659602001029","46"
"290659602001030","4"
"290659602001031","11"
"290659602001032","0"
"290659602001033","5"
"290659602001034","0"
"290659602001035","2"
"290659602001036","24"
"290659602001037","5"
"290659602001038","16"
"290659602001039","55"
"290659602001040","5"
"290659602001041","45"
"290659602001042","24"
"290659602001043","30"
"290659602001044","0"
"290659602001045","26"
"290659602001046","3"
"290659602001047","0"
"290659602001048","22"
"290659602001049","40"
"290659602001050","28"
"290659602001051","9"
"290659602001052","49"
"290659602001053","7"
"290659602001054","11"
"290659602001055","0"
"290659602001056","12"
"290659602001057","8"
"290659602001058","0"
"290659602001059","0"
"290659602001060","6"
"290659602001061","1"
"290659602001062","40"
"290659602001063","0"
"290659602001064","0"
"290659602001065","0"
"290659602001066","0"
"290659602001067","8"
"290659602001068","0"
"290659602001069","0"
"290659602001070","0"
"290659602001071","0"
"290659602001072","0"
"290659602001073","3"
"290659602001074","0"
"290659602001075","0"
"290659602001076","0"
"290659602001077","21"
"290659602001078","8"
"290659602001079","25"
"290659602001080","4"
"290659602001081","0"
"290659602001082","31"
"290659602001083","10"
"290659602001084","0"
"290659602001085","0"
"290659602001086","0"
"290659602001087","4"
"290659602001088","23"
"290659602001089","13"
"290659602001090","38"
"290659602001091","15"
"290659602001092","13"
"290659602001093","7"
"290659602001094","5"
"290659602001095","7"
"290659602001096","84"
"290659602001097","0"
"290659602001098","1"
"290659602001099","15"
"290659602001100","6"
"290659602001101","5"
"290659602001102","3"
"290659602001103","0"
"290659602001104","6"
"290659602001105","13"
"290659602001106","0"
"290659602001107","0"
"290659602001108","0"
"290659602001109","0"
"290659602001110","0"
"290659602001111","0"
"290659602001112","0"
"290659602001113","0"
"290659602001114","0"
"290659602001115","0"
"290659602001116","0"
"290659602001117","0"
"290659602001118","0"
"290659602001119","0"
"290659602001120","0"
"290659602001121","4"
"290659602001122","6"
"290659602001123","10"
"290659602001124","0"
"290659602001125","0"
"290659602001126","14"
"290659602001127","32"
"290659602001128","105"
"290659602001129","0"
"290659602001130","10"
"290659602001131","9"
"290659602001132","3"
"290659602001133","3"
"290659602001134","0"
"290659602001135","0"
"290659602001136","0"
"290659602001137","4"
"290659602001138","19"
"290659602001139","0"
"290659602001140","6"
"290659602001141","36"
"290659602001142","1"
"290659602001143","14"
"290659602001144","0"
"290659602001145","4"
"290659602001146","0"
"290659602001147","9"
"290659602001148","0"
"290659602001149","9"
"290659602001150","13"
"290659602001151","19"
"290659602001152","4"
"290659602001153","1"
"290659602001154","5"
"290659602001155","0"
"290659602001156","2"
"290659602001157","30"
"290659602001158","1"
"290659602001159","6"
"290659602001160","0"
"290659602001161","2"
"290659602001162","0"
"290659602001163","33"
"290659602001164","0"
"290659602002000","13"
"290659602002001","0"
"290659602002002","8"
"290659602002003","1"
"290659602002004","16"
"290659602002005","35"
"290659602002006","52"
"290659602002007","0"
"290659602002008","35"
"290659602002009","15"
"290659602002010","3"
"290659602002011","0"
"290659602002012","0"
"290659602002013","0"
"290659602002014","9"
"290659602002015","0"
"290659602002016","0"
"290659602002017","2"
"290659602002018","12"
"290659602002019","2"
"290659602002020","0"
"290659602002021","0"
"290659602002022","7"
"290659602002023","0"
"290659602002024","0"
"290659602002025","10"
"290659602002026","7"
"290659602002027","0"
"290659602002028","15"
"290659602002029","27"
"290659602002030","92"
"290659602002031","32"
"290659602002032","8"
"290659602002033","0"
"290659602002034","10"
"290659602002035","15"
"290659602002036","8"
"290659602002037","16"
"290659602002038","3"
"290659602002039","27"
"290659602002040","0"
"290659602002041","4"
"290659602002042","6"
"290659602002043","0"
"290659602002044","21"
"290659602002045","0"
"290659602002046","0"
"290659602002047","0"
"290659602002048","0"
"290659602002049","0"
"290659602002050","17"
"290659602002051","0"
"290659602002052","22"
"290659602002053","0"
"290659602002054","21"
"290659602002055","9"
"290659602002056","16"
"290659602002057","29"
"290659602002058","23"
"290659602002059","3"
"290659602002060","6"
"290659602002061","20"
"290659602002062","0"
"290659602002063","15"
"290659602002064","101"
"290659602002065","14"
"290659602002066","37"
"290659602002067","6"
"290659602002068","37"
"290659602002069","64"
"290659602002070","0"
"290659602002071","3"
"290659602002072","62"
"290659602002073","0"
"290659602002074","0"
"290659602002075","0"
"290659602003000","14"
"290659602003001","15"
"290659602003002","9"
"290659602003003","0"
"290659602003004","41"
"290659602003005","6"
"290659602003006","30"
"290659602003007","10"
"290659602003008","11"
"290659602003009","69"
"290659602003010","1"
"290659602003011","0"
"290659602003012","0"
"290659602003013","16"
"290659602003014","16"
"290659602003015","35"
"290659602003016","0"
"290659602003017","0"
"290659602003018","18"
"290659602003019","3"
"290659602003020","0"
"290659602003021","0"
"290659602003022","0"
"290659602003023","5"
"290659602003024","10"
"290659602003025","32"
"290659602003026","13"
"290659602003027","0"
"290659602003028","2"
"290659602003029","10"
"290659602003030","15"
"290659602003031","15"
"290659602003032","29"
"290659602003033","24"
"290659602003034","7"
"290659602003035","19"
"290659602003036","0"
"290659602003037","0"
"290659602003038","4"
"290659602003039","0"
"290659602003040","0"
"290659602003041","7"
"290659602003042","0"
"290659602004000","30"
"290659602004001","70"
"290659602004002","33"
"290659602004003","54"
"290659602004004","1"
"290659602004005","30"
"290659602004006","32"
"290659602004007","12"
"290659602004008","23"
"290659602004009","13"
"290659602004010","79"
"290659602004011","8"
"290659602004012","4"
"290659602004013","10"
"290659602004014","19"
"290659602004015","48"
"290659602004016","27"
"290659602004017","7"
"290659602004018","12"
"290659602004019","22"
"290659602004020","15"
"290659602004021","0"
"290659602004022","13"
"290659602004023","0"
"290659602004024","35"
"290659602004025","0"
"290659602004026","28"
"290659602004027","7"
"290659602004028","26"
"290659602004029","0"
"290659602004030","71"
"290659602004031","15"
"290659602004032","121"
"290659602004033","0"
"290659602004034","13"
"290659602004035","44"
"290659602004036","3"
"290659602004037","0"
"290659602004038","0"
"290659602004039","16"
"290659602004040","3"
"290659602004041","58"
"290659602004042","0"
"290659602004043","0"
"290659602004044","12"
"290659602004045","1"
"290659602004046","12"
"290659602004047","17"
"290659602004048","2"
"290659602004049","15"
"290659602004050","21"
"290659602004051","0"
"290659602004052","16"
"290659602004053","15"
"290659602004054","0"
"290659602004055","69"
"290659602004056","2"
"290659602004057","19"
"290659602004058","46"
"290659602004059","34"
"290659602004060","0"
"290659602004061","28"
"290659602004062","25"
"290659602004063","16"
"290659602004064","22"
"290659602004065","3"
"290659602004066","54"
"290659602004067","36"
"290659602004068","45"
"290659602004069","22"
"290659602004070","53"
"290659602004071","12"
"290659602004072","11"
"290659602004073","8"
"290659602004074","22"
"290659602004075","54"
"290659602004076","51"
"290659602004077","57"
"290659602004078","15"
"290659602004079","12"
"290659602004080","2"
"290659602004081","2"
"290659602004082","12"
"290659602004083","4"
"290659602004084","5"
"290659602004085","23"
"290659602004086","3"
"290659602004087","0"
"290659602004088","63"
"290659602004089","6"
"290659602004090","0"
"290659602004091","3"
"290659602004092","0"
"290659602004093","0"
"290659602004094","8"
"290659602004095","8"
"290659602004096","0"
"290659602004097","0"
"290659602004098","5"
"290659603001000","10"
"290659603001001","1"
"290659603001002","6"
"290659603001003","49"
"290659603001004","185"
"290659603001005","24"
"290659603001006","12"
"290659603001007","20"
"290659603001008","10"
"290659603001009","4"
"290659603001010","27"
"290659603001011","16"
"290659603001012","5"
"290659603001013","17"
"290659603001014","0"
"290659603001015","28"
"290659603001016","0"
"290659603001017","18"
"290659603001018","36"
"290659603001019","5"
"290659603001020","9"
"290659603001021","8"
"290659603001022","19"
"290659603001023","0"
"290659603001024","0"
"290659603001025","12"
"290659603001026","0"
"290659603001027","2"
"290659603001028","8"
"290659603001029","2"
"290659603001030","21"
"290659603001031","27"
"290659603001032","49"
"290659603001033","4"
"290659603001034","0"
"290659603001035","0"
"290659603001036","10"
"290659603001037","0"
"290659603001038","1"
"290659603001039","0"
"290659603001040","0"
"290659603001041","4"
"290659603001042","0"
"290659603001043","145"
"290659603001044","10"
"290659603001045","9"
"290659603001046","27"
"290659603001047","6"
"290659603001048","7"
"290659603001049","4"
"290659603002000","52"
"290659603002001","7"
"290659603002002","0"
"290659603002003","0"
"290659603002004","1"
"290659603002005","0"
"290659603002006","0"
"290659603002007","3"
"290659603002008","3"
"290659603002009","7"
"290659603002010","10"
"290659603002011","10"
"290659603002012","0"
"290659603002013","0"
"290659603002014","0"
"290659603002015","21"
"290659603002016","33"
"290659603002017","5"
"290659603002018","44"
"290659603002019","35"
"290659603002020","24"
"290659603002021","21"
"290659603002022","11"
"290659603002023","0"
"290659603002024","13"
"290659603002025","4"
"290659603002026","9"
"290659603002027","1"
"290659603002028","24"
"290659603002029","13"
"290659603002030","34"
"290659603002031","0"
"290659603002032","7"
"290659603002033","0"
"290659603002034","8"
"290659603002035","31"
"290659603002036","9"
"290659603002037","24"
"290659603002038","12"
"290659603002039","1"
"290659603002040","5"
"290659603002041","43"
"290659603002042","13"
"290659603002043","6"
"290659603002044","3"
"290659603002045","37"
"290659603002046","15"
"290659603002047","13"
"290659603002048","17"
"290659603002049","12"
"290659603002050","28"
"290659603002051","5"
"290659603002052","0"
"290659603003000","7"
"290659603003001","35"
"290659603003002","9"
"290659603003003","8"
"290659603003004","8"
"290659603003005","0"
"290659603003006","5"
"290659603003007","0"
"290659603003008","11"
"290659603003009","3"
"290659603003010","16"
"290659603003011","13"
"290659603003012","42"
"290659603003013","5"
"290659603003014","12"
"290659603003015","20"
"290659603003016","0"
"290659603003017","9"
"290659603003018","0"
"290659603003019","12"
"290659603003020","61"
"290659603003021","10"
"290659603003022","3"
"290659603003023","2"
"290659603003024","7"
"290659603003025","10"
"290659603003026","18"
"290659603003027","16"
"290659603003028","6"
"290659603003029","0"
"290659603003030","15"
"290659603003031","0"
"290659603003032","0"
"290659603003033","8"
"290659603003034","19"
"290659603003035","11"
"290659603003036","8"
"290659603003037","0"
"290659603003038","3"
"290659603003039","1"
"290659603003040","8"
"290659603003041","13"
"290659603003042","17"
"290659603003043","6"
"290659603003044","11"
"290659603003045","1"
"290659603003046","0"
"290659603003047","0"
"290659603003048","5"
"290659603003049","26"
"290659603003050","29"
"290659603003051","27"
"290659603003052","8"
"290659603003053","12"
"290659603003054","31"
"290659603003055","0"
"290659603003056","0"
"290659603003057","0"
"290659603003058","18"
"290659603003059","18"
"290659603003060","6"
"290659603003061","8"
"290659604001000","69"
"290659604001001","0"
"290659604001002","4"
"290659604001003","6"
"290659604001004","56"
"290659604001005","3"
"290659604001006","7"
"290659604001007","7"
"290659604001008","4"
"290659604001009","3"
"290659604001010","47"
"290659604001011","19"
"290659604001012","6"
"290659604001013","19"
"290659604001014","17"
"290659604001015","21"
"290659604001016","13"
"290659604001017","4"
"290659604001018","37"
"290659604001019","11"
"290659604001020","31"
"290659604001021","0"
"290659604001022","2"
"290659604001023","31"
"290659604001024","7"
"290659604001025","0"
"290659604001026","8"
"290659604001027","0"
"290659604001028","0"
"290659604001029","0"
"290659604001030","0"
"290659604001031","10"
"290659604001032","28"
"290659604001033","14"
"290659604001034","75"
"290659604001035","9"
"290659604001036","7"
"290659604001037","15"
"290659604001038","23"
"290659604001039","29"
"290659604001040","11"
"290659604001041","127"
"290659604001042","0"
"290659604001043","23"
"290659604001044","15"
"290659604001045","31"
"290659604001046","24"
"290659604001047","0"
"290659604001048","0"
"290659604001049","6"
"290659604001050","6"
"290659604001051","11"
"290659604001052","0"
"290659604001053","18"
"290659604001054","4"
"290659604001055","5"
"290659604001056","10"
"290659604001057","17"
"290659604001058","12"
"290659604001059","13"
"290659604001060","0"
"290659604001061","8"
"290659604001062","9"
"290659604001063","16"
"290659604001064","0"
"290659604001065","9"
"290659604001066","40"
"290659604001067","16"
"290659604001068","14"
"290659604001069","30"
"290659604001070","17"
"290659604002000","9"
"290659604002001","10"
"290659604002002","20"
"290659604002003","5"
"290659604002004","0"
"290659604002005","0"
"290659604002006","76"
"290659604002007","0"
"290659604002008","26"
"290659604002009","27"
"290659604002010","24"
"290659604002011","81"
"290659604002012","7"
"290659604002013","28"
"290659604002014","8"
"290659604002015","3"
"290659604002016","38"
"290659604002017","8"
"290659604002018","6"
"290659604002019","7"
"290659604002020","4"
"290659604002021","18"
"290659604002022","12"
"290659604002023","9"
"290659604002024","11"
"290659604002025","11"
"290659604002026","0"
"290659604002027","26"
"290659604002028","58"
"290659604002029","28"
"290659604002030","34"
"290659604002031","34"
"290659604002032","29"
"290659604002033","19"
"290659604002034","21"
"290659604002035","16"
"290659604002036","11"
"290659604002037","26"
"290659604003000","163"
"290659604003001","3"
"290659604003002","12"
"290659604003003","86"
"290659604003004","0"
"290659604003005","13"
"290659604003006","33"
"290659604003007","56"
"290659604003008","24"
"290659604003009","4"
"290659604003010","40"
"290659604003011","18"
"290659604003012","26"
"290659604003013","23"
"290659604003014","12"
"290659604003015","0"
"290659604003016","18"
"290659604003017","38"
"290659604003018","36"
"290659604003019","20"
"290659604003020","24"
"290659604003021","21"
"290659604003022","0"
"290659604003023","43"
"290659604003024","113"
"290659604003025","23"
"290659604003026","0"
"290659604003027","94"
"290659604003028","13"
"290679501001000","2"
"290679501001001","26"
"290679501001002","0"
"290679501001003","0"
"290679501001004","13"
"290679501001005","0"
"290679501001006","12"
"290679501001007","0"
"290679501001008","0"
"290679501001009","0"
"290679501001010","3"
"290679501001011","0"
"290679501001012","57"
"290679501001013","9"
"290679501001014","0"
"290679501001015","18"
"290679501001016","15"
"290679501001017","20"
"290679501001018","6"
"290679501001019","0"
"290679501001020","9"
"290679501001021","0"
"290679501001022","0"
"290679501001023","0"
"290679501001024","9"
"290679501001025","4"
"290679501001026","4"
"290679501001027","14"
"290679501001028","0"
"290679501001029","4"
"290679501001030","16"
"290679501001031","4"
"290679501001032","14"
"290679501001033","15"
"290679501001034","38"
"290679501001035","0"
"290679501001036","5"
"290679501001037","1"
"290679501001038","1"
"290679501001039","0"
"290679501001040","25"
"290679501001041","0"
"290679501001042","0"
"290679501001043","0"
"290679501001044","12"
"290679501001045","3"
"290679501001046","2"
"290679501001047","4"
"290679501001048","4"
"290679501001049","10"
"290679501001050","5"
"290679501001051","0"
"290679501001052","10"
"290679501001053","0"
"290679501001054","2"
"290679501001055","22"
"290679501001056","0"
"290679501001057","6"
"290679501001058","0"
"290679501001059","0"
"290679501001060","0"
"290679501001061","0"
"290679501001062","0"
"290679501001063","16"
"290679501001064","0"
"290679501001065","6"
"290679501001066","0"
"290679501001067","13"
"290679501001068","9"
"290679501001069","3"
"290679501001070","16"
"290679501001071","16"
"290679501001072","0"
"290679501001073","1"
"290679501001074","15"
"290679501001075","0"
"290679501001076","0"
"290679501001077","0"
"290679501001078","0"
"290679501001079","0"
"290679501001080","9"
"290679501001081","0"
"290679501001082","0"
"290679501001083","19"
"290679501001084","10"
"290679501001085","2"
"290679501001086","0"
"290679501001087","4"
"290679501001088","20"
"290679501001089","14"
"290679501001090","5"
"290679501001091","0"
"290679501001092","6"
"290679501001093","0"
"290679501001094","2"
"290679501001095","8"
"290679501001096","2"
"290679501001097","0"
"290679501001098","0"
"290679501001099","5"
"290679501001100","0"
"290679501001101","1"
"290679501001102","9"
"290679501001103","0"
"290679501001104","0"
"290679501001105","6"
"290679501001106","7"
"290679501001107","33"
"290679501001108","17"
"290679501001109","0"
"290679501001110","23"
"290679501001111","1"
"290679501001112","18"
"290679501001113","0"
"290679501001114","5"
"290679501001115","18"
"290679501001116","0"
"290679501001117","0"
"290679501001118","0"
"290679501001119","0"
"290679501001120","11"
"290679501001121","4"
"290679501001122","14"
"290679501001123","2"
"290679501001124","14"
"290679501001125","5"
"290679501001126","4"
"290679501001127","0"
"290679501001128","25"
"290679501001129","0"
"290679501001130","4"
"290679501001131","0"
"290679501001132","0"
"290679501001133","0"
"290679501001134","0"
"290679501001135","0"
"290679501001136","0"
"290679501001137","30"
"290679501001138","0"
"290679501001139","5"
"290679501001140","7"
"290679501001141","1"
"290679501001142","0"
"290679501001143","7"
"290679501001144","0"
"290679501001145","0"
"290679501001146","0"
"290679501001147","0"
"290679501001148","0"
"290679501001149","19"
"290679501001150","4"
"290679501001151","5"
"290679501001152","0"
"290679501001153","0"
"290679501001154","14"
"290679501001155","22"
"290679501001156","14"
"290679501001157","0"
"290679501001158","6"
"290679501001159","0"
"290679501001160","0"
"290679501001161","0"
"290679501001162","13"
"290679501001163","0"
"290679501001164","11"
"290679501001165","1"
"290679501001166","6"
"290679501001167","0"
"290679501001168","13"
"290679501001169","0"
"290679501001170","0"
"290679501001171","0"
"290679501001172","8"
"290679501001173","6"
"290679501001174","0"
"290679501001175","0"
"290679501001176","20"
"290679501001177","3"
"290679501001178","0"
"290679501001179","14"
"290679501001180","0"
"290679501001181","0"
"290679501001182","0"
"290679501001183","0"
"290679501001184","13"
"290679501001185","0"
"290679501001186","0"
"290679501001187","0"
"290679501001188","1"
"290679501001189","14"
"290679501001190","0"
"290679501001191","0"
"290679501001192","0"
"290679501001193","0"
"290679501001194","0"
"290679501001195","0"
"290679501001196","2"
"290679501001197","2"
"290679501001198","2"
"290679501001199","0"
"290679501002000","29"
"290679501002001","9"
"290679501002002","8"
"290679501002003","0"
"290679501002004","0"
"290679501002005","1"
"290679501002006","0"
"290679501002007","0"
"290679501002008","6"
"290679501002009","0"
"290679501002010","0"
"290679501002011","0"
"290679501002012","0"
"290679501002013","0"
"290679501002014","10"
"290679501002015","7"
"290679501002016","12"
"290679501002017","12"
"290679501002018","23"
"290679501002019","0"
"290679501002020","0"
"290679501002021","7"
"290679501002022","0"
"290679501002023","11"
"290679501002024","4"
"290679501002025","23"
"290679501002026","4"
"290679501002027","0"
"290679501002028","22"
"290679501002029","2"
"290679501002030","5"
"290679501002031","13"
"290679501002032","8"
"290679501002033","11"
"290679501002034","10"
"290679501002035","0"
"290679501002036","0"
"290679501002037","21"
"290679501002038","0"
"290679501002039","0"
"290679501002040","29"
"290679501002041","2"
"290679501002042","0"
"290679501002043","0"
"290679501002044","0"
"290679501002045","0"
"290679501002046","3"
"290679501002047","10"
"290679501002048","0"
"290679501002049","0"
"290679501002050","25"
"290679501002051","0"
"290679501002052","0"
"290679501002053","13"
"290679501002054","18"
"290679501002055","9"
"290679501002056","0"
"290679501002057","0"
"290679501002058","4"
"290679501002059","0"
"290679501002060","8"
"290679501002061","0"
"290679501002062","0"
"290679501002063","9"
"290679501002064","0"
"290679501002065","0"
"290679501002066","15"
"290679501002067","15"
"290679501002068","18"
"290679501002069","5"
"290679501002070","7"
"290679501002071","0"
"290679501002072","0"
"290679501002073","0"
"290679501002074","6"
"290679501002075","10"
"290679501002076","0"
"290679501002077","0"
"290679501002078","8"
"290679501002079","0"
"290679501002080","8"
"290679501002081","8"
"290679501002082","20"
"290679501002083","12"
"290679501002084","6"
"290679501002085","1"
"290679501002086","0"
"290679501002087","9"
"290679501002088","0"
"290679501002089","6"
"290679501002090","2"
"290679501002091","5"
"290679501002092","0"
"290679501002093","0"
"290679501002094","0"
"290679501002095","9"
"290679501002096","4"
"290679501002097","8"
"290679501002098","0"
"290679501002099","0"
"290679501002100","0"
"290679501002101","0"
"290679501002102","0"
"290679501002103","10"
"290679501002104","3"
"290679501002105","19"
"290679501002106","2"
"290679501002107","9"
"290679501002108","29"
"290679501002109","0"
"290679501002110","0"
"290679501002111","0"
"290679501002112","0"
"290679501002113","0"
"290679501002114","0"
"290679501002115","0"
"290679501002116","0"
"290679501002117","0"
"290679501002118","0"
"290679501002119","5"
"290679501002120","8"
"290679501002121","2"
"290679501002122","13"
"290679501002123","23"
"290679501002124","0"
"290679501002125","0"
"290679501002126","0"
"290679501002127","0"
"290679501002128","1"
"290679501002129","0"
"290679501002130","0"
"290679501002131","0"
"290679501002132","0"
"290679501002133","0"
"290679501002134","0"
"290679501002135","0"
"290679501002136","1"
"290679501002137","0"
"290679501002138","0"
"290679501002139","0"
"290679501002140","0"
"290679501002141","0"
"290679501002142","0"
"290679501002143","3"
"290679501002144","20"
"290679501002145","4"
"290679501002146","18"
"290679501002147","0"
"290679501002148","0"
"290679501002149","1"
"290679501002150","1"
"290679501002151","0"
"290679501002152","0"
"290679501002153","0"
"290679501002154","3"
"290679501002155","3"
"290679501002156","0"
"290679501002157","0"
"290679501002158","2"
"290679501002159","0"
"290679501002160","0"
"290679501002161","0"
"290679501002162","0"
"290679501002163","0"
"290679501002164","0"
"290679501002165","0"
"290679501002166","0"
"290679501002167","0"
"290679501003000","5"
"290679501003001","1"
"290679501003002","13"
"290679501003003","9"
"290679501003004","0"
"290679501003005","2"
"290679501003006","0"
"290679501003007","0"
"290679501003008","0"
"290679501003009","0"
"290679501003010","0"
"290679501003011","8"
"290679501003012","0"
"290679501003013","0"
"290679501003014","0"
"290679501003015","0"
"290679501003016","0"
"290679501003017","5"
"290679501003018","16"
"290679501003019","0"
"290679501003020","0"
"290679501003021","0"
"290679501003022","2"
"290679501003023","3"
"290679501003024","0"
"290679501003025","6"
"290679501003026","0"
"290679501003027","12"
"290679501003028","1"
"290679501003029","7"
"290679501003030","3"
"290679501003031","6"
"290679501003032","0"
"290679501003033","0"
"290679501003034","1"
"290679501003035","0"
"290679501003036","0"
"290679501003037","0"
"290679501003038","4"
"290679501003039","19"
"290679501003040","0"
"290679501003041","11"
"290679501003042","0"
"290679501003043","0"
"290679501003044","0"
"290679501003045","3"
"290679501003046","19"
"290679501003047","4"
"290679501003048","0"
"290679501003049","4"
"290679501003050","0"
"290679501003051","0"
"290679501003052","8"
"290679501003053","0"
"290679501003054","40"
"290679501003055","0"
"290679501003056","0"
"290679501003057","31"
"290679501003058","9"
"290679501003059","0"
"290679501003060","0"
"290679501003061","4"
"290679501003062","0"
"290679501003063","0"
"290679501003064","7"
"290679501003065","0"
"290679501003066","13"
"290679501003067","6"
"290679501003068","0"
"290679501003069","0"
"290679501003070","0"
"290679501003071","5"
"290679501003072","32"
"290679501003073","6"
"290679501003074","7"
"290679501003075","0"
"290679501003076","0"
"290679501003077","0"
"290679501003078","0"
"290679501003079","0"
"290679501003080","0"
"290679501003081","0"
"290679501003082","13"
"290679501003083","4"
"290679501003084","3"
"290679501003085","8"
"290679501003086","8"
"290679501003087","0"
"290679501003088","0"
"290679501003089","0"
"290679501003090","0"
"290679501003091","0"
"290679501003092","1"
"290679501003093","1"
"290679501003094","2"
"290679501003095","0"
"290679501003096","0"
"290679501003097","0"
"290679501003098","0"
"290679501003099","0"
"290679501003100","0"
"290679501003101","0"
"290679501003102","8"
"290679501003103","0"
"290679501003104","0"
"290679501003105","12"
"290679501003106","8"
"290679501003107","0"
"290679501003108","0"
"290679501003109","0"
"290679501003110","2"
"290679501003111","2"
"290679501003112","0"
"290679501003113","0"
