ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"1",760066,0,0.3613,0.6107,0.028,592603,0.6533,0.3467,0.1953,0.0269,0.0674,0.06,0.0066,
"2",760067,0,0.7089,0.2571,0.0339,614494,0.684,0.316,0.1791,0.0256,0.0593,0.054,0.006,
"3",760065,0,0.4653,0.5033,0.0314,603885,0.7232,0.2768,0.1239,0.0237,0.0889,0.0363,0.0065,
"4",760065,0,0.6404,0.3281,0.0314,611312,0.5532,0.4468,0.2754,0.0408,0.1003,0.0399,0.0084,
"5",760065,0,0.3987,0.5758,0.0256,599484,0.6303,0.3697,0.2232,0.031,0.0763,0.0439,0.0091,
"6",760066,0,0.5523,0.4136,0.0341,577524,0.5114,0.4886,0.2033,0.1109,0.1467,0.0384,0.0151,
"7",760066,0,0.631,0.3335,0.0355,582846,0.35,0.65,0.2406,0.1242,0.2604,0.0349,0.0237,
"8",760065,0,0.7017,0.2656,0.0327,588571,0.2694,0.7306,0.3153,0.1774,0.2237,0.0358,0.0156,
"9",760066,0,0.4761,0.4937,0.0302,561822,0.3264,0.6736,0.376,0.0899,0.194,0.038,0.0126,
"10",760066,0,0.6522,0.3141,0.0337,585695,0.5129,0.4871,0.1665,0.0581,0.2453,0.0228,0.0091,
"11",760067,0,0.818,0.1408,0.0411,664995,0.4464,0.5536,0.1319,0.0657,0.3422,0.0193,0.0069,
"12",760065,0,0.8453,0.1064,0.0483,621080,0.3519,0.6481,0.2118,0.18,0.2459,0.0307,0.0093,
"13",760065,0,0.4601,0.5133,0.0266,544744,0.2586,0.7414,0.6072,0.0401,0.0781,0.0499,0.0075,
"14",760065,0,0.6578,0.3035,0.0387,592734,0.2816,0.7184,0.2276,0.0657,0.408,0.0256,0.0189,
"15",760066,0,0.7219,0.243,0.0351,609967,0.3018,0.6982,0.2465,0.0368,0.396,0.0215,0.0176,
"16",760067,0,0.7247,0.2395,0.0358,600512,0.4629,0.5371,0.1736,0.0277,0.3205,0.0202,0.0072,
"17",760066,0,0.6675,0.2885,0.044,603500,0.2285,0.7715,0.1507,0.0269,0.5851,0.0161,0.0079,
"18",760065,0,0.6319,0.3368,0.0313,570234,0.213,0.787,0.6076,0.03,0.1429,0.0492,0.007,
"19",760067,0,0.6545,0.3105,0.0351,609585,0.5171,0.4829,0.2198,0.0325,0.2093,0.0308,0.0083,
"20",760067,0,0.3369,0.6401,0.023,569445,0.5339,0.4661,0.3013,0.0441,0.09,0.0446,0.0051,
"21",760065,0,0.5059,0.4678,0.0262,531422,0.2115,0.7885,0.6072,0.058,0.1126,0.0431,0.0037,
