ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"1",767871,0,0.196,0.7644,0.0396,616550,0.8959,0.1041,0.0376,0.0274,0.0108,0.0246,0.0011,
"2",767871,0,0.2953,0.6474,0.0573,609503,0.843,0.157,0.0434,0.063,0.0224,0.0252,0.0011,
"3",767871,0,0.299,0.6509,0.0501,607013,0.8006,0.1994,0.0461,0.1049,0.0187,0.0281,0.0011,
"4",767872,0,0.2726,0.6842,0.0432,587445,0.7849,0.2151,0.0663,0.0986,0.0238,0.0254,0.0012,
"5",767871,0,0.3853,0.5561,0.0585,582505,0.7191,0.2809,0.0877,0.1267,0.0471,0.0198,0.0013,
"6",767871,0,0.319,0.6371,0.0439,603423,0.8007,0.1993,0.0637,0.094,0.0155,0.0251,0.0013,
"7",767871,0,0.3875,0.56,0.0524,597796,0.7191,0.2809,0.0621,0.1668,0.0283,0.023,0.0027,
"8",767871,0,0.2881,0.6781,0.0339,597005,0.7493,0.2507,0.0293,0.1772,0.023,0.0188,0.0011,
"9",767871,0,0.7197,0.2492,0.0312,583233,0.2843,0.7157,0.0771,0.6032,0.0262,0.0154,0.0011,
