ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"1",731204,0,0.4685,0.5303,0.0012,570545,0.6622,0.3378,0.0757,0.2151,0.0251,0.0211,0.0019,
"2",731203,0,0.4752,0.5236,0.0012,573225,0.6178,0.3822,0.0515,0.2906,0.0221,0.0206,0.0016,
"3",731204,0,0.4375,0.5612,0.0013,581436,0.6631,0.3369,0.0463,0.2538,0.0192,0.0189,0.0012,
"4",731203,0,0.4251,0.5729,0.002,563145,0.6606,0.3394,0.0889,0.2032,0.0287,0.02,0.0013,
"5",731204,0,0.4386,0.5602,0.0011,563526,0.6561,0.3439,0.0505,0.2498,0.0245,0.0208,0.0014,
"6",731203,0,0.4983,0.5011,0.0006,567407,0.5531,0.4469,0.0342,0.3792,0.0159,0.0201,0.001,
"7",731204,0,0.4688,0.5303,0.0009,595176,0.724,0.276,0.0563,0.1804,0.0197,0.0176,0.0016,
