"block","city"
"011339657002047","0132704"
"010939640022001","0132704"
"011339657002033","0132704"
"011339658005009","0132704"
"011339657002059","0132704"
"011339658005022","0132704"
"011339658004040","0132704"
"011339657002057","0132704"
"011339657002055","0132704"
"011339657001026","0132704"
"011339658004010","0132704"
"010939640011146","0132704"
"011339657002031","0132704"
"011339658004025","0132704"
"011339657002008","0132704"
"011339657001028","0132704"
"011339657001009","0132704"
"010939640022029","0132704"
"011339657002023","0132704"
"011339658004037","0132704"
"011339657001012","0132704"
"011339657002053","0132704"
"011339657003038","0132704"
"011339657002043","0132704"
"011339658005034","0132704"
"011339657002018","0132704"
"010670302001034","0100124"
"010670302001057","0100124"
"010670302002032","0100124"
"010670302002045","0100124"
"010670302001055","0100124"
"010670302002031","0100124"
"010670302002039","0100124"
"010670302001014","0100124"
"010670302003023","0100124"
"010670302002011","0100124"
"010670302002027","0100124"
"010670302001044","0100124"
"010670302002002","0100124"
"010670302001025","0100124"
"010670302001056","0100124"
"010670302001048","0100124"
"010670302002036","0100124"
"010670302003028","0100124"
"010670302003019","0100124"
"010670302001030","0100124"
"010670302001016","0100124"
"010670302001051","0100124"
"010670302002013","0100124"
"010670302003000","0100124"
"010670302002035","0100124"
"010670302001052","0100124"
"010670302002012","0100124"
"010670302001050","0100124"
"010670302003012","0100124"
"010670302003001","0100124"
"010670302002003","0100124"
"010670302002026","0100124"
"010670301002042","0100124"
"010670302003021","0100124"
"010670302003005","0100124"
"010670302002009","0100124"
"010670302001013","0100124"
"010670302001049","0100124"
"010670302001023","0100124"
"010670302001036","0100124"
"010670302001021","0100124"
"010670302003008","0100124"
"010670302003011","0100124"
"010670302003002","0100124"
"010670302002038","0100124"
"010670302001032","0100124"
"010670302001020","0100124"
"010670302003026","0100124"
"010670302002042","0100124"
"010670302001067","0100124"
"010670302002025","0100124"
"010670302002017","0100124"
"010670302003027","0100124"
"010670302001058","0100124"
"010670302001038","0100124"
"010670302002008","0100124"
"010670302001043","0100124"
"010670302001017","0100124"
"010670302001031","0100124"
"010670302001029","0100124"
"010670302002006","0100124"
"010670302002015","0100124"
"010670302002037","0100124"
"010670302001042","0100124"
"010670302001035","0100124"
"010670302001062","0100124"
"010670302001033","0100124"
"010670302001046","0100124"
"010670302001018","0100124"
"010670302002029","0100124"
"010670302003006","0100124"
"010670302003004","0100124"
"010670302003030","0100124"
"010670302001054","0100124"
"010670302001027","0100124"
"010670302001024","0100124"
"010670302003029","0100124"
"010670302001026","0100124"
"010670302002005","0100124"
"010670302003016","0100124"
"010670302001039","0100124"
"010670302002016","0100124"
"010670302003025","0100124"
"010670302003017","0100124"
"010670302001028","0100124"
"010670302001045","0100124"
"010670302002024","0100124"
"010670302003015","0100124"
"010670302003024","0100124"
"010670302001037","0100124"
"010670302003010","0100124"
"010670302001022","0100124"
"010670302003013","0100124"
"010670302002034","0100124"
"010670303003034","0100124"
"010670302003007","0100124"
"010670302003009","0100124"
"010670302001060","0100124"
"010670302002028","0100124"
"010670302002022","0100124"
"010670302002023","0100124"
"010670302001015","0100124"
"010670302002046","0100124"
"010670302002040","0100124"
"010670302003014","0100124"
"010670302002021","0100124"
"010670302001061","0100124"
"010670302002043","0100124"
"010670302002014","0100124"
"010670302002033","0100124"
"010670302002004","0100124"
"010670302001066","0100124"
"010670302001053","0100124"
"010670302003003","0100124"
"010810410014046","0103076"
"010810403001003","0103076"
"010810410014033","0103076"
"010810410023006","0103076"
"010810405014005","0103076"
"010810403003005","0103076"
"010810409042003","0103076"
"010810410023106","0103076"
"010810402023003","0103076"
"010810404014004","0103076"
"010810406024011","0103076"
"010810409042013","0103076"
"010810404031006","0103076"
"010810406024005","0103076"
"010810406071027","0103076"
"010810406024021","0103076"
"010810407002008","0103076"
"010810403001006","0103076"
"010810402022004","0103076"
"010810411021007","0103076"
"010810421011014","0103076"
"010810406024016","0103076"
"010810407001016","0103076"
"010810406052000","0103076"
"010810409041003","0103076"
"010810405022080","0103076"
"010810405014004","0103076"
"010810406024012","0103076"
"010810410024061","0103076"
"010810402021013","0103076"
"010810405011006","0103076"
"010810405014006","0103076"
"010810403001010","0103076"
"010810404021005","0103076"
"010810404021006","0103076"
"010810405021015","0103076"
"010810407001009","0103076"
"010810410012024","0103076"
"010810406071005","0103076"
"010810406051012","0103076"
"010810417011055","0103076"
"010810407002011","0103076"
"010810409042010","0103076"
"010810405022047","0103076"
"010810405012009","0103076"
"010810403001002","0103076"
"010810403003002","0103076"
"010810405015005","0103076"
"010810406022001","0103076"
"010810421044041","0103076"
"010810410014010","0103076"
"010810405021005","0103076"
"010810406022012","0103076"
"010810406051005","0103076"
"010810410024062","0103076"
"010810409042017","0103076"
"010810409012022","0103076"
"010810402023001","0103076"
"010810406032000","0103076"
"010810411022001","0103076"
"010810402012000","0103076"
"010810409032005","0103076"
"010810421011045","0103076"
"010810409012005","0103076"
"010810405012000","0103076"
"010810405022073","0103076"
"010810409011014","0103076"
"010810417011043","0103076"
"010810405015001","0103076"
"010810411022003","0103076"
"010810410011039","0103076"
"010810405015000","0103076"
"010810410023116","0103076"
"010810402023004","0103076"
"010810404022012","0103076"
"010810402021004","0103076"
"010810405022040","0103076"
"010810405012004","0103076"
"010810410014038","0103076"
"010810403001012","0103076"
"010810404031001","0103076"
"010810406022004","0103076"
"010810406022008","0103076"
"010810406052015","0103076"
"010810405011011","0103076"
"010810410011041","0103076"
"010810406051003","0103076"
"010810404031004","0103076"
"010810421011010","0103076"
"010810405022059","0103076"
"010810405022038","0103076"
"010810421011012","0103076"
"010810406071021","0103076"
"010810410011004","0103076"
"010810410013024","0103076"
"010810421011013","0103076"
"010810403001008","0103076"
"010810404031010","0103076"
"010810405021003","0103076"
"010810410012019","0103076"
"010810405012001","0103076"
"010810404031002","0103076"
"010810404014003","0103076"
"010810406063001","0103076"
"010810405022042","0103076"
"010810405022048","0103076"
"010810421044027","0103076"
"010810410012025","0103076"
"010810409041009","0103076"
"010810409032012","0103076"
"010810411021005","0103076"
"010810421042004","0103076"
"010810406052022","0103076"
"010810404031027","0103076"
"010810421042002","0103076"
"010810402023000","0103076"
"010810407001000","0103076"
"010810404031018","0103076"
"010810404031007","0103076"
"010810421011007","0103076"
"010810421011030","0103076"
"010810404021002","0103076"
"010810404022006","0103076"
"010810410014006","0103076"
"010810406024032","0103076"
"010810406024010","0103076"
"010810406071023","0103076"
"010810409031004","0103076"
"010810406071013","0103076"
"010810421044009","0103076"
"010810406024035","0103076"
"010810406024018","0103076"
"010810409032009","0103076"
"010810402012002","0103076"
"010810406052036","0103076"
"010810409042009","0103076"
"010810410024015","0103076"
"010810421011027","0103076"
"010810409013009","0103076"
"010810406063000","0103076"
"010810410023034","0103076"
"010810410014027","0103076"
"010810405015009","0103076"
"010810409032002","0103076"
"010810402012006","0103076"
"010810405022011","0103076"
"010810409012010","0103076"
"010810405012007","0103076"
"010810403001005","0103076"
"010810409013001","0103076"
"010810406024036","0103076"
"010810406052031","0103076"
"010810410013018","0103076"
"010810404021014","0103076"
"010810404021000","0103076"
"010810410014007","0103076"
"010810410012026","0103076"
"010810405021000","0103076"
"010810405012016","0103076"
"010810410013052","0103076"
"010810410013033","0103076"
"010810408022003","0103076"
"010810410013038","0103076"
"010810405022069","0103076"
"010810409031002","0103076"
"010810402013013","0103076"
"010810406031001","0103076"
"010810421044005","0103076"
"010810402021006","0103076"
"010810407002003","0103076"
"010810405022067","0103076"
"010810405013005","0103076"
"010810402021002","0103076"
"010810406051006","0103076"
"010810410023102","0103076"
"010810405022085","0103076"
"010810402022005","0103076"
"010810409011013","0103076"
"010810407002012","0103076"
"010810406062001","0103076"
"010810409041005","0103076"
"010810410014040","0103076"
"010810404021007","0103076"
"010810403002002","0103076"
"010810410011016","0103076"
"010810402023006","0103076"
"010810417011038","0103076"
"010810406071032","0103076"
"010810417011039","0103076"
"010810403003007","0103076"
"010810406024015","0103076"
"010810406061000","0103076"
"010810410012000","0103076"
"010810405012005","0103076"
"010810409011021","0103076"
"010810402013001","0103076"
"010810410014062","0103076"
"010810404012001","0103076"
"010810405021010","0103076"
"010810404031026","0103076"
"010810406021000","0103076"
"010810421011026","0103076"
"010810406052030","0103076"
"010810421011046","0103076"
"010810406024014","0103076"
"010810406023011","0103076"
"010810407001001","0103076"
"010810407002027","0103076"
"010810407002016","0103076"
"010810408011007","0103076"
"010810402021001","0103076"
"010810404014002","0103076"
"010810421011063","0103076"
"010810404014006","0103076"
"010810405022062","0103076"
"010810406071019","0103076"
"010810410014045","0103076"
"010810407002021","0103076"
"010810406022006","0103076"
"010810411023002","0103076"
"010810421011028","0103076"
"010810405013009","0103076"
"010810404022007","0103076"
"010810406071006","0103076"
"010810405022035","0103076"
"010810410024035","0103076"
"010810405022034","0103076"
"010810410011005","0103076"
"010810405022024","0103076"
"010810402021010","0103076"
"010810404031003","0103076"
"010810402012008","0103076"
"010810402011002","0103076"
"010810410011001","0103076"
"010810406024031","0103076"
"010810410013008","0103076"
"010810409032003","0103076"
"010810403002005","0103076"
"010810421011023","0103076"
"010810405022050","0103076"
"010810404022008","0103076"
"010810410023118","0103076"
"010810410014005","0103076"
"010810408022001","0103076"
"010810417011057","0103076"
"010810410013044","0103076"
"010810405012006","0103076"
"010810410012012","0103076"
"010810406071043","0103076"
"010810410013051","0103076"
"010810403001016","0103076"
"010810410013027","0103076"
"010810405022051","0103076"
"010810409042018","0103076"
"010810411021000","0103076"
"010810402023008","0103076"
"010810407002010","0103076"
"010810405011004","0103076"
"010810409041008","0103076"
"010810406022010","0103076"
"010810410014057","0103076"
"010810410023107","0103076"
"010810409012026","0103076"
"010810405022096","0103076"
"010810404013001","0103076"
"010810410014037","0103076"
"010810410013016","0103076"
"010810405021008","0103076"
"010810406024033","0103076"
"010810410013035","0103076"
"010810410013045","0103076"
"010810408011005","0103076"
"010810406052019","0103076"
"010810406052013","0103076"
"010810410011042","0103076"
"010810409032014","0103076"
"010810406051004","0103076"
"010810403001014","0103076"
"010810404031005","0103076"
"010810409042008","0103076"
"010810410023117","0103076"
"010810405014000","0103076"
"010810405022010","0103076"
"010810404022001","0103076"
"010810408011002","0103076"
"010810406023016","0103076"
"010810404031017","0103076"
"010810407001005","0103076"
"010810402012005","0103076"
"010810406051010","0103076"
"010810402013012","0103076"
"010810406031003","0103076"
"010810409011024","0103076"
"010810403002003","0103076"
"010810406071036","0103076"
"010810406061003","0103076"
"010810406023004","0103076"
"010810410012015","0103076"
"010810407002014","0103076"
"010810402021009","0103076"
"010810409013000","0103076"
"010810409042016","0103076"
"010810405014008","0103076"
"010810406062005","0103076"
"010810410014028","0103076"
"010810402013011","0103076"
"010810410023125","0103076"
"010810406024030","0103076"
"010810404021013","0103076"
"010810405011005","0103076"
"010810406024000","0103076"
"010810406023007","0103076"
"010810410011040","0103076"
"010810406023013","0103076"
"010810404022005","0103076"
"010810417011056","0103076"
"010810406031002","0103076"
"010810410014060","0103076"
"010810406023006","0103076"
"010810406052027","0103076"
"010810410014030","0103076"
"010810410013028","0103076"
"010810407001006","0103076"
"010810409012018","0103076"
"010810407001012","0103076"
"010810405022032","0103076"
"010810404011000","0103076"
"010810403001013","0103076"
"010810409042015","0103076"
"010810408022005","0103076"
"010810410024042","0103076"
"010810407002025","0103076"
"010810410023126","0103076"
"010810403002007","0103076"
"010810409043001","0103076"
"010810421042006","0103076"
"010810421044031","0103076"
"010810403003003","0103076"
"010810404022016","0103076"
"010810405014009","0103076"
"010810406061002","0103076"
"010810421044007","0103076"
"010810409041001","0103076"
"010810405022070","0103076"
"010810409012023","0103076"
"010810405012008","0103076"
"010810405013006","0103076"
"010810405022025","0103076"
"010810402013006","0103076"
"010810409011027","0103076"
"010810409013013","0103076"
"010810406021001","0103076"
"010810409012016","0103076"
"010810406071004","0103076"
"010810421044006","0103076"
"010810403001011","0103076"
"010810403003000","0103076"
"010810409013004","0103076"
"010810409012001","0103076"
"010810405015010","0103076"
"010810410013046","0103076"
"010810406052028","0103076"
"010810405014007","0103076"
"010810405022028","0103076"
"010810421011052","0103076"
"010810410013001","0103076"
"010810421011017","0103076"
"010810411023004","0103076"
"010810407001008","0103076"
"010810406022002","0103076"
"010810402023007","0103076"
"010810411021001","0103076"
"010810409041007","0103076"
"010810405012003","0103076"
"010810410014011","0103076"
"010810409041004","0103076"
"010810406071008","0103076"
"010810404022009","0103076"
"010810409011015","0103076"
"010810410011007","0103076"
"010810403003006","0103076"
"010810409012028","0103076"
"010810406024028","0103076"
"010810405022014","0103076"
"010810402022003","0103076"
"010810409012012","0103076"
"010810406063016","0103076"
"010810405022093","0103076"
"010810410024066","0103076"
"010810410013032","0103076"
"010810405021009","0103076"
"010810404022013","0103076"
"010810403001015","0103076"
"010810404021011","0103076"
"010810410013040","0103076"
"010810411021006","0103076"
"010810406052001","0103076"
"010810406061001","0103076"
"010810409031000","0103076"
"010810404014005","0103076"
"010810409011005","0103076"
"010810407002002","0103076"
"010810407001010","0103076"
"010810410014055","0103076"
"010810409042012","0103076"
"010810411021002","0103076"
"010810406063014","0103076"
"010810409043005","0103076"
"010810410011012","0103076"
"010810403001001","0103076"
"010810410023004","0103076"
"010810402022007","0103076"
"010810421044029","0103076"
"010810410013048","0103076"
"010810421044015","0103076"
"010810408011001","0103076"
"010810405013000","0103076"
"010810402013010","0103076"
"010810410014008","0103076"
"010810409012025","0103076"
"010810410011015","0103076"
"010810406051007","0103076"
"010810407001002","0103076"
"010810409042001","0103076"
"010810410024067","0103076"
"010810421044016","0103076"
"010810406063006","0103076"
"010810421044036","0103076"
"010810404022002","0103076"
"010810402021008","0103076"
"010810407002022","0103076"
"010810409012027","0103076"
"010810410024030","0103076"
"010810421011061","0103076"
"010810410014058","0103076"
"010810406023014","0103076"
"010810408022004","0103076"
"010810409043000","0103076"
"010810410014004","0103076"
"010810410014053","0103076"
"010810410023000","0103076"
"010810405022036","0103076"
"010810405022045","0103076"
"010810402013008","0103076"
"010810410011020","0103076"
"010810410011019","0103076"
"010810405022030","0103076"
"010810409012013","0103076"
"010810405022068","0103076"
"010810406052014","0103076"
"010810404021004","0103076"
"010810402013002","0103076"
"010810411022002","0103076"
"010810402021005","0103076"
"010810408021003","0103076"
"010810409012020","0103076"
"010810406071010","0103076"
"010810406023009","0103076"
"010810405022052","0103076"
"010810408022002","0103076"
"010810407002017","0103076"
"010810408011000","0103076"
"010810410014031","0103076"
"010810406024003","0103076"
"010810409042011","0103076"
"010810410014029","0103076"
"010810410013050","0103076"
"010810406023008","0103076"
"010810410013041","0103076"
"010810410014061","0103076"
"010810406024019","0103076"
"010810407002004","0103076"
"010810409012007","0103076"
"010810406052024","0103076"
"010810421042003","0103076"
"010810405015006","0103076"
"010810405012015","0103076"
"010810409013005","0103076"
"010810403003004","0103076"
"010810405022058","0103076"
"010810406051000","0103076"
"010810411023001","0103076"
"010810407002018","0103076"
"010810410011037","0103076"
"010810421011071","0103076"
"010810405011008","0103076"
"010810406022009","0103076"
"010810404031016","0103076"
"010810404013000","0103076"
"010810406071033","0103076"
"010810405013008","0103076"
"010810406052016","0103076"
"010810409013010","0103076"
"010810421011062","0103076"
"010810409032010","0103076"
"010810408021000","0103076"
"010810404022003","0103076"
"010810403001009","0103076"
"010810406051011","0103076"
"010810410014001","0103076"
"010810421044026","0103076"
"010810406052038","0103076"
"010810403002008","0103076"
"010810421011051","0103076"
"010810409011022","0103076"
"010810408011008","0103076"
"010810405015003","0103076"
"010810405022016","0103076"
"010810402013007","0103076"
"010810406031000","0103076"
"010810404031015","0103076"
"010810406051008","0103076"
"010810406024004","0103076"
"010810409012011","0103076"
"010810406023017","0103076"
"010810410014036","0103076"
"010810409012017","0103076"
"010810409012009","0103076"
"010810410013010","0103076"
"010810409042006","0103076"
"010810406031004","0103076"
"010810402013004","0103076"
"010810405022017","0103076"
"010810406071011","0103076"
"010810411022005","0103076"
"010810406023018","0103076"
"010810403001007","0103076"
"010810406063013","0103076"
"010810403001000","0103076"
"010810402021012","0103076"
"010810404031022","0103076"
"010810406063004","0103076"
"010810405021004","0103076"
"010810402012004","0103076"
"010810409013003","0103076"
"010810421044019","0103076"
"010810408011011","0103076"
"010810410023109","0103076"
"010810406024020","0103076"
"010810406024008","0103076"
"010810402012003","0103076"
"010810402023005","0103076"
"010810405011007","0103076"
"010810409012006","0103076"
"010810406024006","0103076"
"010810405022008","0103076"
"010810406063008","0103076"
"010810421044024","0103076"
"010810402013009","0103076"
"010810407001015","0103076"
"010810409042019","0103076"
"010810405014002","0103076"
"010810410011022","0103076"
"010810411011028","0103076"
"010810407002023","0103076"
"010810406022000","0103076"
"010810402022002","0103076"
"010810405022079","0103076"
"010810406024029","0103076"
"010810410013014","0103076"
"010810409032001","0103076"
"010810409011001","0103076"
"010810406051001","0103076"
"010810405022082","0103076"
"010810406022005","0103076"
"010810409012019","0103076"
"010810409031005","0103076"
"010810406051014","0103076"
"010810405022081","0103076"
"010810410023119","0103076"
"010810404022019","0103076"
"010810404022020","0103076"
"010810406024002","0103076"
"010810404031009","0103076"
"010810406024017","0103076"
"010810404031011","0103076"
"010810406063011","0103076"
"010810409042002","0103076"
"010810410014035","0103076"
"010810410023122","0103076"
"010810405013007","0103076"
"010810405011009","0103076"
"010810402011000","0103076"
"010810403002000","0103076"
"010810406021002","0103076"
"010810402012001","0103076"
"010810404022000","0103076"
"010810408011003","0103076"
"010810405022015","0103076"
"010810404031014","0103076"
"010810405014001","0103076"
"010810411011026","0103076"
"010810408011004","0103076"
"010810410024045","0103076"
"010810405012014","0103076"
"010810410014034","0103076"
"010810405022055","0103076"
"010810404021003","0103076"
"010810405015008","0103076"
"010810406022007","0103076"
"010810404021012","0103076"
"010810402021000","0103076"
"010810409012008","0103076"
"010810404022004","0103076"
"010810406051002","0103076"
"010810421044017","0103076"
"010810406062002","0103076"
"010810407001013","0103076"
"010810408011009","0103076"
"010810406023005","0103076"
"010810421011067","0103076"
"010810410013047","0103076"
"010810405022072","0103076"
"010810409012004","0103076"
"010810411032024","0103076"
"010810411031005","0103076"
"010810409013002","0103076"
"010810406051013","0103076"
"010810406063017","0103076"
"010810409013012","0103076"
"010810405011010","0103076"
"010810406052025","0103076"
"010810409042014","0103076"
"010810405021001","0103076"
"010810406071031","0103076"
"010810405022084","0103076"
"010810406023003","0103076"
"010810411011027","0103076"
"010810405022105","0103076"
"010810402012007","0103076"
"010810410024024","0103076"
"010810410014042","0103076"
"010810403003001","0103076"
"010810406024001","0103076"
"010810406052017","0103076"
"010810421042000","0103076"
"010810406024013","0103076"
"010810411023003","0103076"
"010810408021002","0103076"
"010810405021006","0103076"
"010810409011028","0103076"
"010810406022011","0103076"
"010810406062004","0103076"
"010810407001011","0103076"
"010810404022014","0103076"
"010810411011020","0103076"
"010810402013003","0103076"
"010810406063007","0103076"
"010810409013008","0103076"
"010810409011025","0103076"
"010810407001014","0103076"
"010810409041006","0103076"
"010810408011006","0103076"
"010810417011046","0103076"
"010810410014056","0103076"
"010810411023006","0103076"
"010810417011054","0103076"
"010810405022039","0103076"
"010810421011064","0103076"
"010810405013002","0103076"
"010810404031008","0103076"
"010810410023036","0103076"
"010810409041000","0103076"
"010810404031023","0103076"
"010810409043004","0103076"
"010810405011003","0103076"
"010810406023015","0103076"
"010810410013049","0103076"
"010810408021001","0103076"
"010810406024009","0103076"
"010810407002020","0103076"
"010810406071028","0103076"
"010810406023001","0103076"
"010810410023099","0103076"
"010810410014043","0103076"
"010810410013000","0103076"
"010810409012014","0103076"
"010810410023120","0103076"
"010810409013006","0103076"
"010810402013000","0103076"
"010810409042005","0103076"
"010810407002005","0103076"
"010810404012000","0103076"
"010810421011073","0103076"
"010810407002024","0103076"
"010810409032008","0103076"
"010810409032011","0103076"
"010810410014026","0103076"
"010810405022041","0103076"
"010810406022003","0103076"
"010810404021001","0103076"
"010810409042007","0103076"
"010810417011040","0103076"
"010810406024022","0103076"
"010810409042004","0103076"
"010810405022083","0103076"
"010810407001003","0103076"
"010810404031024","0103076"
"010810405022018","0103076"
"010810402011004","0103076"
"010810409043003","0103076"
"010810407002009","0103076"
"010810409013007","0103076"
"010810421011025","0103076"
"010810409011004","0103076"
"010810410013023","0103076"
"010810410014047","0103076"
"010810410013021","0103076"
"010810406063005","0103076"
"010810406023002","0103076"
"010810410014041","0103076"
"010810405015007","0103076"
"010810410024059","0103076"
"010810408011010","0103076"
"010810410011038","0103076"
"010810405022053","0103076"
"010810421042005","0103076"
"010810417011042","0103076"
"010810411011019","0103076"
"010810402021003","0103076"
"010810421044025","0103076"
"010810404031025","0103076"
"010810410014054","0103076"
"010810407002013","0103076"
"010810409032006","0103076"
"010810404014001","0103076"
"010810410012020","0103076"
"010810421011015","0103076"
"010810402022006","0103076"
"010810406071020","0103076"
"010810405022091","0103076"
"010810404013002","0103076"
"010810405015002","0103076"
"010810404022010","0103076"
"010810406051015","0103076"
"010810409031003","0103076"
"010810421011033","0103076"
"010810405022031","0103076"
"010810421044014","0103076"
"010810405021011","0103076"
"010810404022018","0103076"
"010810404031000","0103076"
"010810403002004","0103076"
"010810404022015","0103076"
"010810405013004","0103076"
"010810411023005","0103076"
"010810421011006","0103076"
"010810405022003","0103076"
"010810421011032","0103076"
"010810405012017","0103076"
"010810404014000","0103076"
"010810409041002","0103076"
"010810411021003","0103076"
"010810406071040","0103076"
"010810407002015","0103076"
"010810402021011","0103076"
"010810409032007","0103076"
"010810421044022","0103076"
"010810403001004","0103076"
"010810402023009","0103076"
"010810409043002","0103076"
"010810410024041","0103076"
"010810405021002","0103076"
"010810406024025","0103076"
"010810406071044","0103076"
"010810409042000","0103076"
"010810406062000","0103076"
"010810405022000","0103076"
"010810405022074","0103076"
"010810402011001","0103076"
"010810409013011","0103076"
"010810409032013","0103076"
"010810405013010","0103076"
"010810410013009","0103076"
"010810405022071","0103076"
