"COUSUB20","pres12D","pres12R","pres20D","pres20R","DEM12","DEM20","COUNTY20","NAME","area_meters","area_sqmiles","NAME_COUNTY_STATE","total","density","municipalclass","COUNTYNAME","countyclass","CLASSIFICAITON"
4202113192,56,139,64,202,0.287179487179487,0.240601503759398,"42021","Chest",74268288,28.6751475296411,"Chest township, Cambria County, Pennsylvania",457,15.9371455553143,"rural","Cambria","rural","rural rural"
4202113384,12,23,19,70,0.342857142857143,0.213483146067416,"42021","Chest Springs",499254,0.192763055272843,"Chest Springs borough, Cambria County, Pennsylvania",140,726.280250133199,"suburban","Cambria","rural","suburban rural"
4202114056,233,476,215,734,0.328631875881523,0.226554267650158,"42021","Clearfield",80240370,30.9809813790643,"Clearfield township, Cambria County, Pennsylvania",1604,51.7736988500925,"rural","Cambria","rural","rural rural"
4202115552,383,578,275,917,0.398543184183143,0.230704697986577,"42021","Conemaugh",29076488,11.2264952578931,"Conemaugh township, Cambria County, Pennsylvania",1941,172.894563745113,"rural","Cambria","rural","rural rural"
4202117136,114,227,232,509,0.334310850439883,0.313090418353576,"42021","Cresson",1248401,0.482010341360655,"Cresson borough, Cambria County, Pennsylvania",1525,3163.83253457823,"urban","Cambria","rural","urban rural"
4202117144,413,671,409,958,0.3809963099631,0.29919531821507,"42021","Cresson",31474283,12.1522891225751,"Cresson township, Cambria County, Pennsylvania",2839,233.618536504867,"rural","Cambria","rural","rural rural"
4202117496,364,698,329,1022,0.342749529190207,0.243523316062176,"42021","Croyle",47446017,18.3190103583491,"Croyle township, Cambria County, Pennsylvania",2307,125.934750560832,"rural","Cambria","rural","rural rural"
4202117976,64,85,38,149,0.429530201342282,0.203208556149733,"42021","Daisytown",616185,0.237910368696689,"Daisytown borough, Cambria County, Pennsylvania",298,1252.57256181179,"suburban","Cambria","rural","suburban rural"
4202118000,176,178,166,230,0.497175141242938,0.419191919191919,"42021","Dale",463899,0.179112412876044,"Dale borough, Cambria County, Pennsylvania",1008,5627.75066124307,"urban","Cambria","rural","urban rural"
4202118432,69,108,51,171,0.389830508474576,0.22972972972973,"42021","Dean",54297631,20.9644334259464,"Dean township, Cambria County, Pennsylvania",328,15.6455456408402,"rural","Cambria","rural","rural rural"
4202120952,253,528,207,730,0.323943661971831,0.220917822838847,"42021","East Carroll",64555056,24.9248475282511,"East Carroll township, Cambria County, Pennsylvania",1425,57.1718642765952,"rural","Cambria","rural","rural rural"
4202120992,251,152,155,290,0.622828784119107,0.348314606741573,"42021","East Conemaugh",714855,0.276007070303028,"East Conemaugh borough, Cambria County, Pennsylvania",1082,3920.18943142316,"urban","Cambria","rural","urban rural"
4202121896,492,638,348,1067,0.435398230088496,0.245936395759717,"42021","East Taylor",22791803,8.79996471026121,"East Taylor township, Cambria County, Pennsylvania",2422,275.228376447445,"rural","Cambria","rural","rural rural"
4202122144,646,950,771,1203,0.404761904761905,0.390577507598784,"42021","Ebensburg",4372102,1.68807809148151,"Ebensburg borough, Cambria County, Pennsylvania",3404,2016.49438919769,"suburban","Cambria","rural","suburban rural"
4202122712,36,29,27,61,0.553846153846154,0.306818181818182,"42021","Ehrenfeld",1115706,0.430776513250254,"Ehrenfeld borough, Cambria County, Pennsylvania",203,471.24203329551,"suburban","Cambria","rural","suburban rural"
4202122808,187,200,120,373,0.483204134366925,0.243407707910751,"42021","Elder",33507964,12.9374977799125,"Elder township, Cambria County, Pennsylvania",1028,79.4589508333004,"rural","Cambria","rural","rural rural"
4202125680,262,402,269,490,0.394578313253012,0.354413702239789,"42021","Ferndale",1006973,0.388794465456983,"Ferndale borough, Cambria County, Pennsylvania",1547,3978.96610534741,"urban","Cambria","rural","urban rural"
4202127360,114,35,61,80,0.76510067114094,0.432624113475177,"42021","Franklin",1547005,0.597301995221599,"Franklin borough, Cambria County, Pennsylvania",278,465.426203535218,"suburban","Cambria","rural","suburban rural"
4202128328,259,350,198,562,0.425287356321839,0.260526315789474,"42021","Gallitzin",1913171,0.738679484229271,"Gallitzin borough, Cambria County, Pennsylvania",1536,2079.38630054501,"suburban","Cambria","rural","suburban rural"
4202128336,184,371,135,587,0.331531531531532,0.186980609418283,"42021","Gallitzin",44396207,17.1414720840405,"Gallitzin township, Cambria County, Pennsylvania",1273,74.2643335274115,"rural","Cambria","rural","rural rural"
4202128720,487,726,458,988,0.401483924154988,0.316735822959889,"42021","Geistown",2770620,1.06974240807293,"Geistown borough, Cambria County, Pennsylvania",2363,2208.94299615249,"suburban","Cambria","rural","suburban rural"
4202133080,200,273,177,428,0.422832980972516,0.292561983471074,"42021","Hastings",1456154,0.562224226521513,"Hastings borough, Cambria County, Pennsylvania",1213,2157.50219001562,"suburban","Cambria","rural","suburban rural"
4202137352,691,1378,544,1905,0.333977767037216,0.222131482237648,"42021","Jackson",123218499,47.5749304629983,"Jackson township, Cambria County, Pennsylvania",4236,89.038490624691,"rural","Cambria","rural","rural rural"
4202138288,4002,2807,3501,3424,0.587751505360552,0.505559566787004,"42021","Johnstown",15359709,5.93041705212534,"Johnstown city, Cambria County, Pennsylvania",18411,3104.50341656863,"urban","Cambria","rural","urban rural"
4202143248,176,215,134,327,0.450127877237852,0.290672451193059,"42021","Lilly",1352103,0.522049909111548,"Lilly borough, Cambria County, Pennsylvania",879,1683.7470606899,"suburban","Cambria","rural","suburban rural"
4202144664,149,124,93,216,0.545787545787546,0.300970873786408,"42021","Lorain",886453,0.342261431327095,"Lorain borough, Cambria County, Pennsylvania",589,1720.9067282755,"suburban","Cambria","rural","suburban rural"
4202144704,103,199,68,126,0.341059602649007,0.350515463917526,"42021","Loretto",2547496,0.983593746380292,"Loretto borough, Cambria County, Pennsylvania",1196,1215.94917047956,"suburban","Cambria","rural","suburban rural"
4202145160,614,797,510,973,0.435152374202693,0.343897505057316,"42021","Lower Yoder",32642685,12.6034116760387,"Lower Yoder township, Cambria County, Pennsylvania",2388,189.472506443634,"rural","Cambria","rural","rural rural"
4202149104,142,226,132,295,0.385869565217391,0.309133489461358,"42021","Middle Taylor",12095938,4.67026797035353,"Middle Taylor township, Cambria County, Pennsylvania",660,141.319514038514,"rural","Cambria","rural","rural rural"
4202152360,52,295,60,377,0.14985590778098,0.137299771167048,"42021","Munster",36424975,14.0637620714845,"Munster township, Cambria County, Pennsylvania",653,46.4313884635473,"rural","Cambria","rural","rural rural"
4202152616,496,478,350,867,0.509240246406571,0.28759244042728,"42021","Nanty-Glo",5004470,1.93223675167607,"Nanty-Glo borough, Cambria County, Pennsylvania",2511,1299.53019360692,"suburban","Cambria","rural","suburban rural"
4202155000,602,873,464,1274,0.408135593220339,0.266973532796318,"42021","Northern Cambria",8002021,3.08959771242183,"Northern Cambria borough, Cambria County, Pennsylvania",3560,1152.25357194139,"suburban","Cambria","rural","suburban rural"
4202158432,355,364,284,609,0.493741307371349,0.318029115341545,"42021","Patton",2307780,0.891038877400204,"Patton borough, Cambria County, Pennsylvania",1728,1939.30932064582,"suburban","Cambria","rural","suburban rural"
4202162048,373,569,306,774,0.395966029723992,0.283333333333333,"42021","Portage",1724084,0.66567258226679,"Portage borough, Cambria County, Pennsylvania",2459,3694.00823393756,"urban","Cambria","rural","urban rural"
4202162056,603,898,531,1381,0.401732178547635,0.277719665271967,"42021","Portage",64512388,24.9083733206486,"Portage township, Cambria County, Pennsylvania",3432,137.784991248503,"rural","Cambria","rural","rural rural"
4202163608,174,370,133,566,0.319852941176471,0.190271816881259,"42021","Reade",99393776,38.3761530941456,"Reade township, Cambria County, Pennsylvania",1441,37.5493603140704,"rural","Cambria","rural","rural rural"
4202164544,2104,4003,2159,4591,0.344522678893074,0.319851851851852,"42021","Richland",53315532,20.5852428659901,"Richland township, Cambria County, Pennsylvania",12233,594.2606594266,"suburban","Cambria","rural","suburban rural"
4202167920,84,167,79,238,0.334661354581673,0.249211356466877,"42021","Sankertown",776726,0.299895597971882,"Sankertown borough, Cambria County, Pennsylvania",630,2100.73106861364,"suburban","Cambria","rural","suburban rural"
4202168104,155,142,99,243,0.521885521885522,0.289473684210526,"42021","Scalp Level",1742875,0.672927828237042,"Scalp Level borough, Cambria County, Pennsylvania",744,1105.61633622606,"suburban","Cambria","rural","suburban rural"
4202172168,150,166,112,309,0.474683544303797,0.26603325415677,"42021","South Fork",1221789,0.471735390279801,"South Fork borough, Cambria County, Pennsylvania",954,2022.3201813079,"suburban","Cambria","rural","suburban rural"
4202172344,453,731,490,744,0.382601351351351,0.39708265802269,"42021","Southmont",2725774,1.0524272699333,"Southmont borough, Cambria County, Pennsylvania",2045,1943.12714847232,"suburban","Cambria","rural","suburban rural"
4202174432,585,858,571,1038,0.405405405405405,0.354878806712244,"42021","Stonycreek",9017390,3.48163389174004,"Stonycreek township, Cambria County, Pennsylvania",2771,795.890689878113,"suburban","Cambria","rural","suburban rural"
4202175136,86,155,86,215,0.356846473029046,0.285714285714286,"42021","Summerhill",878449,0.339171069518469,"Summerhill borough, Cambria County, Pennsylvania",479,1412.26667911285,"suburban","Cambria","rural","suburban rural"
4202175144,321,642,281,984,0.333333333333333,0.222134387351779,"42021","Summerhill",74765495,28.8671202337617,"Summerhill township, Cambria County, Pennsylvania",2303,79.7793469300243,"rural","Cambria","rural","rural rural"
4202175520,299,524,215,819,0.363304981773998,0.207930367504836,"42021","Susquehanna",72778884,28.1000854058011,"Susquehanna township, Cambria County, Pennsylvania",1889,67.223994970849,"rural","Cambria","rural","rural rural"
4202177808,39,61,16,90,0.39,0.150943396226415,"42021","Tunnelhill",603128,0.232869032597834,"Tunnelhill borough, Cambria County, Pennsylvania",207,888.911667175127,"suburban","Cambria","rural","suburban rural"
4202179360,932,1638,1003,1849,0.362645914396887,0.351683029453015,"42021","Upper Yoder",31545945,12.1799579766393,"Upper Yoder township, Cambria County, Pennsylvania",5147,422.579454696951,"suburban","Cambria","rural","suburban rural"
4202180288,64,98,47,169,0.395061728395062,0.217592592592593,"42021","Vintondale",1216883,0.469841173009296,"Vintondale borough, Cambria County, Pennsylvania",412,876.892072615034,"suburban","Cambria","rural","suburban rural"
4202181200,159,194,130,376,0.45042492917847,0.256916996047431,"42021","Washington",32948877,12.7216330732034,"Washington township, Cambria County, Pennsylvania",832,65.4004085177167,"rural","Cambria","rural","rural rural"
4202182688,236,263,174,486,0.472945891783567,0.263636363636364,"42021","West Carroll",27731295,10.7071133148107,"West Carroll township, Cambria County, Pennsylvania",1186,110.767483739941,"rural","Cambria","rural","rural rural"
4202183584,1030,2010,1322,2032,0.338815789473684,0.394156231365534,"42021","Westmont",6125570,2.36509590005822,"Westmont borough, Cambria County, Pennsylvania",4982,2106.46849452378,"suburban","Cambria","rural","suburban rural"
4202184080,145,200,96,323,0.420289855072464,0.229116945107399,"42021","West Taylor",15588743,6.01884757767217,"West Taylor township, Cambria County, Pennsylvania",729,121.119531703101,"rural","Cambria","rural","rural rural"
4202184448,115,246,126,393,0.318559556786704,0.242774566473988,"42021","White",52557306,20.2924901582556,"White township, Cambria County, Pennsylvania",931,45.8790415931897,"rural","Cambria","rural","rural rural"
4202185528,39,97,22,99,0.286764705882353,0.181818181818182,"42021","Wilmore",976993,0.377219122250759,"Wilmore borough, Cambria County, Pennsylvania",206,546.101689571983,"suburban","Cambria","rural","suburban rural"
4202319976,11,23,2,24,0.323529411764706,0.0769230769230769,"42023","Driftwood",6446854,2.48914435124796,"Driftwood borough, Cameron County, Pennsylvania",38,15.2662901936355,"rural","Cameron","rural","rural rural"
4202323600,321,442,275,611,0.420707732634338,0.31038374717833,"42023","Emporium",1838256,0.709754639789837,"Emporium borough, Cameron County, Pennsylvania",1923,2709.38700812074,"suburban","Cameron","rural","suburban rural"
4202329008,26,55,15,90,0.320987654320988,0.142857142857143,"42023","Gibson",243286352,93.9333896527706,"Gibson township, Cameron County, Pennsylvania",181,1.92689735427493,"rural","Cameron","rural","rural rural"
4202331632,24,52,18,56,0.315789473684211,0.243243243243243,"42023","Grove",189507712,73.1693397807249,"Grove township, Cameron County, Pennsylvania",113,1.5443627117402,"rural","Cameron","rural","rural rural"
4202345432,54,69,44,85,0.439024390243902,0.341085271317829,"42023","Lumber",142296247,54.9408904597241,"Lumber township, Cameron County, Pennsylvania",182,3.31265107786012,"rural","Cameron","rural","rural rural"
4202362064,12,47,11,69,0.203389830508475,0.1375,"42023","Portage",37183599,14.3566684478847,"Portage township, Cameron County, Pennsylvania",166,11.5625711217464,"rural","Cameron","rural","rural rural"
4202370336,276,671,269,836,0.291446673706441,0.243438914027149,"42023","Shippen",405680911,156.634282089338,"Shippen township, Cameron County, Pennsylvania",1944,12.4110761326899,"rural","Cameron","rural","rural rural"
4202504048,0,0,148,364,NA,0.2890625,"42025","Banks",30127899,11.6324473318023,"Banks township, Carbon County, Pennsylvania",1164,100.064927594188,"rural","Carbon","rural","rural rural"
4202504816,133,183,98,307,0.420886075949367,0.241975308641975,"42025","Beaver Meadows",668619,0.258155250140155,"Beaver Meadows borough, Carbon County, Pennsylvania",897,3474.65333171806,"urban","Carbon","rural","urban rural"
4202507880,144,199,120,304,0.419825072886297,0.283018867924528,"42025","Bowmanstown",1992431,0.769281942619039,"Bowmanstown borough, Carbon County, Pennsylvania",889,1155.62312170409,"suburban","Carbon","rural","suburban rural"
4202521664,466,702,422,1155,0.398972602739726,0.267596702599873,"42025","East Penn",58807037,22.7055248904628,"East Penn township, Carbon County, Pennsylvania",2748,121.027812096705,"rural","Carbon","rural","rural rural"
4202521816,59,49,51,72,0.546296296296296,0.414634146341463,"42025","East Side",2989329,1.15418642866299,"East Side borough, Carbon County, Pennsylvania",247,214.003555981961,"rural","Carbon","rural","rural rural"
4202527368,726,1116,673,1811,0.39413680781759,0.270933977455717,"42025","Franklin",39258326,15.1577250550968,"Franklin township, Carbon County, Pennsylvania",4356,287.378216992747,"rural","Carbon","rural","rural rural"
4202538200,1202,982,1116,1508,0.5503663003663,0.42530487804878,"42025","Jim Thorpe",37809170,14.5982027715959,"Jim Thorpe borough, Carbon County, Pennsylvania",4507,308.736634948612,"suburban","Carbon","rural","suburban rural"
4202539608,298,488,360,740,0.379134860050891,0.327272727272727,"42025","Kidder",178549241,68.9382502930516,"Kidder township, Carbon County, Pennsylvania",1791,25.9797716418184,"rural","Carbon","rural","rural rural"
4202541464,658,529,603,856,0.554338668913227,0.41329677861549,"42025","Lansford",3979138,1.53635383638843,"Lansford borough, Carbon County, Pennsylvania",4141,2695.34263652077,"suburban","Carbon","rural","suburban rural"
4202541888,40,45,43,97,0.470588235294118,0.307142857142857,"42025","Lausanne",15423805,5.95516465713355,"Lausanne township, Carbon County, Pennsylvania",228,38.2860950329701,"rural","Carbon","rural","rural rural"
4202542400,64,159,61,217,0.286995515695067,0.219424460431655,"42025","Lehigh",67742181,26.1554034227186,"Lehigh township, Carbon County, Pennsylvania",425,16.2490324898161,"rural","Carbon","rural","rural rural"
4202542472,887,847,898,1376,0.511534025374856,0.394898856640281,"42025","Lehighton",4203755,1.62307894862833,"Lehighton borough, Carbon County, Pennsylvania",5248,3233.36089377235,"urban","Carbon","rural","urban rural"
4202545128,545,651,510,1152,0.455685618729097,0.306859205776173,"42025","Lower Towamensing",55047055,21.2537876623367,"Lower Towamensing township, Carbon County, Pennsylvania",3046,143.31563147202,"rural","Carbon","rural","rural rural"
4202546640,678,954,604,1530,0.415441176470588,0.283036551077788,"42025","Mahoning",61285941,23.6626351164561,"Mahoning township, Carbon County, Pennsylvania",4261,180.07292843884,"rural","Carbon","rural","rural rural"
4202553088,686,602,583,971,0.532608695652174,0.375160875160875,"42025","Nesquehoning",54808283,21.1615972738098,"Nesquehoning borough, Carbon County, Pennsylvania",3336,157.644054786391,"rural","Carbon","rural","rural rural"
4202557504,157,340,115,528,0.3158953722334,0.178849144634526,"42025","Packer",72347961,27.9337050982476,"Packer township, Carbon County, Pennsylvania",1029,36.8372185637685,"rural","Carbon","rural","rural rural"
4202557696,913,918,894,1633,0.498634625887493,0.353779184804116,"42025","Palmerton",6436519,2.48515398526943,"Palmerton borough, Carbon County, Pennsylvania",5593,2250.56476707363,"suburban","Carbon","rural","suburban rural"
4202558304,57,108,58,160,0.345454545454545,0.26605504587156,"42025","Parryville",4172403,1.61097387323802,"Parryville borough, Carbon County, Pennsylvania",416,258.228893038376,"rural","Carbon","rural","rural rural"
4202558968,1786,2063,2071,3449,0.464016627695505,0.37518115942029,"42025","Penn Forest",191113639,73.7893916883013,"Penn Forest township, Carbon County, Pennsylvania",9926,134.517981147332,"rural","Carbon","rural","rural rural"
4202575248,717,618,609,933,0.537078651685393,0.394941634241245,"42025","Summit Hill",22510425,8.69132405246665,"Summit Hill borough, Carbon County, Pennsylvania",3120,358.978675880176,"suburban","Carbon","rural","suburban rural"
4202577160,724,1107,758,1866,0.395412342981977,0.288871951219512,"42025","Towamensing",70284828,27.1371249596523,"Towamensing township, Carbon County, Pennsylvania",4427,163.134451662882,"rural","Carbon","rural","rural rural"
4202581856,368,550,357,864,0.400871459694989,0.292383292383292,"42025","Weatherly",7715798,2.97908638958945,"Weatherly borough, Carbon County, Pennsylvania",2541,852.946060537095,"suburban","Carbon","rural","suburban rural"
4202582080,58,51,60,91,0.532110091743119,0.397350993377483,"42025","Weissport",349906,0.135099467642321,"Weissport borough, Carbon County, Pennsylvania",413,3057.00686470081,"urban","Carbon","rural","urban rural"
4202705256,1479,1428,1819,1647,0.508771929824561,0.524812463935372,"42027","Bellefonte",4791042,1.84983173667214,"Bellefonte borough, Centre County, Pennsylvania",6105,3300.3001726973,"urban","Centre","rural","urban rural"
4202705608,706,1221,1098,1784,0.366372599896212,0.380985426786954,"42027","Benner",73359219,28.3241540115244,"Benner township, Centre County, Pennsylvania",8964,316.479002209661,"suburban","Centre","rural","suburban rural"
4202707424,350,814,345,1208,0.300687285223368,0.222150676110753,"42027","Boggs",131293819,50.6928290787448,"Boggs township, Centre County, Pennsylvania",2705,53.360604431805,"rural","Centre","rural","rural rural"
4202710272,70,123,51,203,0.362694300518135,0.200787401574803,"42027","Burnside",232143162,89.6309797574352,"Burnside township, Centre County, Pennsylvania",411,4.5854681172991,"rural","Centre","rural","rural rural"
4202712376,206,380,256,515,0.351535836177474,0.332036316472114,"42027","Centre Hall",1608866,0.621186661868704,"Centre Hall borough, Centre County, Pennsylvania",1268,2041.25438911631,"suburban","Centre","rural","suburban rural"
4202715136,2790,2760,4034,2414,0.502702702702703,0.625620347394541,"42027","College",48046322,18.550789424507,"College township, Centre County, Pennsylvania",10762,580.137036420811,"suburban","Centre","rural","suburban rural"
4202717800,83,125,59,221,0.399038461538462,0.210714285714286,"42027","Curtin",112095468,43.2803040014085,"Curtin township, Centre County, Pennsylvania",494,11.4139678867303,"rural","Centre","rural","rural rural"
4202725624,4718,4071,6294,3553,0.536807372852429,0.639179445516401,"42027","Ferguson",123539612,47.6989128907161,"Ferguson township, Centre County, Pennsylvania",19009,398.520612902686,"suburban","Centre","rural","suburban rural"
4202731472,352,646,417,900,0.352705410821643,0.316628701594533,"42027","Gregg",121088876,46.7526783907879,"Gregg township, Centre County, Pennsylvania",2261,48.3608656834836,"rural","Centre","rural","rural rural"
4202731960,203,313,262,418,0.393410852713178,0.385294117647059,"42027","Haines",148370822,57.2862970793687,"Haines township, Centre County, Pennsylvania",1649,28.7852433142144,"rural","Centre","rural","rural rural"
4202731992,600,889,847,992,0.402955003357958,0.46057640021751,"42027","Halfmoon",61112892,23.5958205211762,"Halfmoon township, Centre County, Pennsylvania",2790,118.24127910687,"rural","Centre","rural","rural rural"
4202732792,1517,1603,2452,1652,0.486217948717949,0.597465886939571,"42027","Harris",80728888,31.1695992413864,"Harris township, Centre County, Pennsylvania",5913,189.70407524999,"rural","Centre","rural","rural rural"
4202735960,116,194,133,271,0.374193548387097,0.329207920792079,"42027","Howard",941844,0.363648016902009,"Howard borough, Centre County, Pennsylvania",687,1889.18945812682,"suburban","Centre","rural","suburban rural"
4202735968,155,260,134,419,0.373493975903614,0.242314647377939,"42027","Howard",46553381,17.9743616572741,"Howard township, Centre County, Pennsylvania",875,48.680449224515,"rural","Centre","rural","rural rural"
4202736504,214,432,218,574,0.331269349845201,0.275252525252525,"42027","Huston",66300049,25.5985931208948,"Huston township, Centre County, Pennsylvania",1317,51.4481398950399,"rural","Centre","rural","rural rural"
4202743080,277,380,224,711,0.421613394216134,0.239572192513369,"42027","Liberty",61137441,23.60529894347,"Liberty township, Centre County, Pennsylvania",1815,76.8895155425298,"rural","Centre","rural","rural rural"
4202747456,149,313,152,423,0.322510822510823,0.264347826086957,"42027","Marion",57103488,22.0477809163595,"Marion township, Centre County, Pennsylvania",1182,53.6108375026058,"rural","Centre","rural","rural rural"
4202749360,177,283,178,426,0.384782608695652,0.294701986754967,"42027","Miles",162078933,62.5790285514836,"Miles township, Centre County, Pennsylvania",1998,31.927628891782,"rural","Centre","rural","rural rural"
4202749368,154,274,173,424,0.35981308411215,0.289782244556114,"42027","Milesburg",1156541,0.446542995566003,"Milesburg borough, Centre County, Pennsylvania",1093,2447.69263173549,"suburban","Centre","rural","suburban rural"
4202749768,170,180,195,309,0.485714285714286,0.386904761904762,"42027","Millheim",3427432,1.32333894983297,"Millheim borough, Centre County, Pennsylvania",831,627.957032553819,"suburban","Centre","rural","suburban rural"
4202758440,3808,2862,5230,2550,0.570914542728636,0.672236503856041,"42027","Patton",63535771,24.5312993728156,"Patton township, Centre County, Pennsylvania",15650,637.960499448413,"suburban","Centre","rural","suburban rural"
4202758800,138,298,166,397,0.31651376146789,0.294849023090586,"42027","Penn",73344025,28.3182875750776,"Penn township, Centre County, Pennsylvania",1203,42.481382280288,"rural","Centre","rural","rural rural"
4202760008,443,565,519,787,0.439484126984127,0.39739663093415,"42027","Philipsburg",2258950,0.872185508195405,"Philipsburg borough, Centre County, Pennsylvania",2789,3197.7142176675,"urban","Centre","rural","urban rural"
4202762280,78,187,89,203,0.294339622641509,0.304794520547945,"42027","Port Matilda",1457279,0.562658591468377,"Port Matilda borough, Centre County, Pennsylvania",578,1027.26592780106,"suburban","Centre","rural","suburban rural"
4202762360,631,1192,809,1485,0.346132748217224,0.352659110723627,"42027","Potter",152438480,58.8568286802873,"Potter township, Centre County, Pennsylvania",3581,60.8425577846224,"rural","Centre","rural","rural rural"
4202766736,671,970,586,1523,0.408897014015844,0.277856804172594,"42027","Rush",383646218,148.126639196784,"Rush township, Centre County, Pennsylvania",3668,24.762595167822,"rural","Centre","rural","rural rural"
4202771600,93,171,107,277,0.352272727272727,0.278645833333333,"42027","Snow Shoe",1525420,0.588967979774424,"Snow Shoe borough, Centre County, Pennsylvania",670,1137.58306564749,"suburban","Centre","rural","suburban rural"
4202771608,259,455,218,744,0.362745098039216,0.226611226611227,"42027","Snow Shoe",217539488,83.992469463179,"Snow Shoe township, Centre County, Pennsylvania",1621,19.299349219761,"rural","Centre","rural","rural rural"
4202772832,1308,2115,1905,2788,0.382120946538124,0.405923716173024,"42027","Spring",70351253,27.1627717966261,"Spring township, Centre County, Pennsylvania",7979,293.7476359092,"suburban","Centre","rural","suburban rural"
4202773808,11169,6077,9729,3001,0.647628435579265,0.764257659073056,"42027","State College",11801037,4.55640605284658,"State College borough, Centre County, Pennsylvania",40501,8888.80392358739,"urban","Centre","rural","urban rural"
4202776168,90,279,100,423,0.24390243902439,0.191204588910134,"42027","Taylor",79651532,30.7536297465471,"Taylor township, Centre County, Pennsylvania",848,27.5739809248113,"rural","Centre","rural","rural rural"
4202778288,168,481,168,723,0.258859784283513,0.188552188552189,"42027","Union",121058072,46.7407848993895,"Union township, Centre County, Pennsylvania",1367,29.2464066006272,"rural","Centre","rural","rural rural"
4202778616,35,101,40,111,0.257352941176471,0.264900662251656,"42027","Unionville",613112,0.236723876712942,"Unionville borough, Centre County, Pennsylvania",267,1127.89636477511,"suburban","Centre","rural","suburban rural"
4202780552,718,1330,932,1941,0.3505859375,0.324399582318134,"42027","Walker",99347276,38.3581993430085,"Walker township, Centre County, Pennsylvania",4596,119.817928857959,"rural","Centre","rural","rural rural"
4202786544,106,255,116,355,0.293628808864266,0.246284501061571,"42027","Worth",56093698,21.6578988010755,"Worth township, Centre County, Pennsylvania",725,33.4750848482124,"rural","Centre","rural","rural rural"
4202903384,252,299,328,365,0.457350272232305,0.473304473304473,"42029","Atglen",2265172,0.874587835928197,"Atglen borough, Chester County, Pennsylvania",1313,1501.27859782833,"suburban","Chester","urban","suburban urban"
4202903656,197,96,254,107,0.672354948805461,0.703601108033241,"42029","Avondale",1252308,0.483518842558344,"Avondale borough, Chester County, Pennsylvania",1274,2634.85078111774,"suburban","Chester","urban","suburban urban"
4202906544,975,1605,1722,1243,0.377906976744186,0.580775716694772,"42029","Birmingham",16375335,6.32255245970252,"Birmingham township, Chester County, Pennsylvania",4082,645.625327115445,"suburban","Chester","urban","suburban urban"
4202910824,3656,2478,5137,2935,0.596022171503097,0.636397423191278,"42029","Caln",22944307,8.858846836356,"Caln township, Chester County, Pennsylvania",14432,1629.10593969999,"suburban","Chester","urban","suburban urban"
4202912744,1422,1548,2433,1477,0.478787878787879,0.622250639386189,"42029","Charlestown",32245213,12.4499468723407,"Charlestown township, Chester County, Pennsylvania",6001,482.010089001428,"suburban","Chester","urban","suburban urban"
4202914712,3573,627,4019,725,0.850714285714286,0.847175379426644,"42029","Coatesville",4683912,1.80846861066538,"Coatesville city, Chester County, Pennsylvania",13350,7381.93625328571,"urban","Chester","urban","urban urban"
4202919752,2200,1251,2792,1401,0.637496377861489,0.665871690913427,"42029","Downingtown",5666573,2.18787616004398,"Downingtown borough, Chester County, Pennsylvania",7892,3607.15114691013,"urban","Chester","urban","urban urban"
4202920824,2727,3137,3704,2707,0.465040927694407,0.577756980190298,"42029","East Bradford",38708629,14.9454858478109,"East Bradford township, Chester County, Pennsylvania",10339,691.780789549534,"suburban","Chester","urban","suburban urban"
4202920864,1720,2226,3250,2531,0.435884439939179,0.562186472928559,"42029","East Brandywine",28890124,11.1545397121531,"East Brandywine township, Chester County, Pennsylvania",9738,873.007784390264,"suburban","Chester","urban","suburban urban"
4202920920,1210,1033,1829,972,0.539456085599643,0.652981078186362,"42029","East Caln",9211976,3.55676396956279,"East Caln township, Chester County, Pennsylvania",5384,1513.73553209431,"suburban","Chester","urban","suburban urban"
4202921008,1423,1756,2031,2049,0.447625039320541,0.497794117647059,"42029","East Coventry",27619830,10.6640764358754,"East Coventry township, Chester County, Pennsylvania",7068,662.785947053258,"suburban","Chester","urban","suburban urban"
4202921104,1961,1640,2663,1949,0.544570952513191,0.577406764960971,"42029","East Fallowfield",40173134,15.5109344135957,"East Fallowfield township, Chester County, Pennsylvania",7626,491.65316522231,"suburban","Chester","urban","suburban urban"
4202921192,4841,6347,7110,5667,0.432695745441544,0.556468654613759,"42029","East Goshen",26031287,10.050736528509,"East Goshen township, Chester County, Pennsylvania",18410,1831.70655680605,"suburban","Chester","urban","suburban urban"
4202921480,2046,2256,3137,2032,0.475592747559275,0.606887212226736,"42029","East Marlborough",40026446,15.4542978577507,"East Marlborough township, Chester County, Pennsylvania",7306,472.748750363697,"suburban","Chester","urban","suburban urban"
4202921576,473,562,611,588,0.457004830917874,0.509591326105088,"42029","East Nantmeal",41986588,16.2111129472415,"East Nantmeal township, Chester County, Pennsylvania",1832,113.008897412669,"rural","Chester","urban","rural urban"
4202921624,1387,2032,1974,2752,0.40567417373501,0.417689377909437,"42029","East Nottingham",51869063,20.0267580390334,"East Nottingham township, Chester County, Pennsylvania",8982,448.49995104018,"suburban","Chester","urban","suburban urban"
4202921696,2045,2125,3312,2174,0.490407673860911,0.603718556325191,"42029","East Pikeland",22605191,8.72791341118183,"East Pikeland township, Chester County, Pennsylvania",8260,946.388857320427,"suburban","Chester","urban","suburban urban"
