ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",817904,0,0.5113,0.4278,0.0608,617587,0.6607,0.3393,0.2088,0.0283,0.0594,0.0265,0.0238,
"2",817904,0,0.258,0.674,0.068,571033,0.81,0.19,0.1187,0.0169,0.0287,0.0213,0.0091,
"3",817904,0,0.2219,0.7209,0.0573,588889,0.8079,0.1921,0.1154,0.0103,0.0226,0.0345,0.0126,
"4",817904,0,0.2376,0.7043,0.0581,546542,0.8264,0.1736,0.095,0.0122,0.0364,0.0181,0.0131,
"",817904,0,0.3066,0.6323,0.0611,581013,0.7736,0.2264,0.1362,0.0172,0.0371,0.0253,0.0148,
